year,area,area_name,racecomp,scenario,model,pop,base,ss
2024,54,West Virginia,White,Max emp.,Fixed (7%),130677.7411,5632.775486,0.10961069
2024,54,West Virginia,Black,Universal,Sliding scale,5754.002301,120.6859031,0.11964952
2024,54,West Virginia,Black,Universal,Fixed (7%),5754.002301,38.90199995,0.04197101
2024,54,West Virginia,Black,Partial emp.,Sliding scale,5754.002301,120.6859031,0.11964952
2024,54,West Virginia,Black,Partial emp.,Fixed (7%),5754.002301,38.90199995,0.04197101
2024,54,West Virginia,Black,Max emp.,Sliding scale,5754.002301,120.6859031,0.11964952
2024,54,West Virginia,Black,Max emp.,Fixed (7%),5754.002301,38.90199995,0.04197101
2024,54,West Virginia,Hispanic,Universal,Sliding scale,4289.018606,161.4384007,0.12307958
2024,54,West Virginia,Hispanic,Universal,Fixed (7%),4289.018606,139.8096008,0.10837702
2024,54,West Virginia,Hispanic,Partial emp.,Sliding scale,4289.018606,142.6406007,0.11032943
2024,54,West Virginia,Hispanic,Partial emp.,Fixed (7%),4289.018606,121.0118008,0.09519253
2024,54,West Virginia,Hispanic,Max emp.,Sliding scale,4289.018606,142.6406007,0.11032943
2024,54,West Virginia,Hispanic,Max emp.,Fixed (7%),4289.018606,121.0118008,0.09519253
2024,54,West Virginia,Asian,Universal,Sliding scale,1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Asian,Universal,Fixed (7%),1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Asian,Partial emp.,Sliding scale,1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Asian,Partial emp.,Fixed (7%),1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Asian,Max emp.,Sliding scale,1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Asian,Max emp.,Fixed (7%),1864.000002,27.6060009,0.01756107
2024,54,West Virginia,Other,Universal,Sliding scale,5887.906812,122.4204996,0.08159899
2024,54,West Virginia,Other,Universal,Fixed (7%),5887.906812,73.88749981,0.05089594
2024,54,West Virginia,Other,Partial emp.,Sliding scale,5887.906812,122.4204996,0.08159899
2024,54,West Virginia,Other,Partial emp.,Fixed (7%),5887.906812,73.88749981,0.05089594
2024,54,West Virginia,Other,Max emp.,Sliding scale,5887.906812,122.4204996,0.08159899
2024,54,West Virginia,Other,Max emp.,Fixed (7%),5887.906812,73.88749981,0.05089594
2024,54,West Virginia,People of Color,Universal,Sliding scale,17794.92772,432.1508043,0.08013789
2024,54,West Virginia,People of Color,Universal,Fixed (7%),17794.92772,280.2051015,0.05346768
2024,54,West Virginia,People of Color,Partial emp.,Sliding scale,17794.92772,413.3530042,0.07692017
2024,54,West Virginia,People of Color,Partial emp.,Fixed (7%),17794.92772,261.4073014,0.05006032
2024,54,West Virginia,People of Color,Max emp.,Sliding scale,17794.92772,413.3530042,0.07692017
2024,54,West Virginia,People of Color,Max emp.,Fixed (7%),17794.92772,261.4073014,0.05006032
2024,55,Wisconsin,Total,Universal,Sliding scale,476725.4507,102409.0008,0.34971298
2024,55,Wisconsin,Total,Universal,Fixed (7%),476725.4507,62089.31728,0.24588114
2024,55,Wisconsin,Total,Partial emp.,Sliding scale,476725.4507,99858.13138,0.34399863
2024,55,Wisconsin,Total,Partial emp.,Fixed (7%),476725.4507,61172.14908,0.24313212
2024,55,Wisconsin,Total,Max emp.,Sliding scale,476725.4507,84463.10087,0.3072599
2024,55,Wisconsin,Total,Max emp.,Fixed (7%),476725.4507,52958.82048,0.2175909
2024,55,Wisconsin,White,Universal,Sliding scale,354316.1211,80895.5754,0.3395065
2024,55,Wisconsin,White,Universal,Fixed (7%),354316.1211,48234.63529,0.23458935
2024,55,Wisconsin,White,Partial emp.,Sliding scale,354316.1211,79254.7213,0.33492653
2024,55,Wisconsin,White,Partial emp.,Fixed (7%),354316.1211,47657.48239,0.2324348
2024,55,Wisconsin,White,Max emp.,Sliding scale,354316.1211,66364.84329,0.29661157
2024,55,Wisconsin,White,Max emp.,Fixed (7%),354316.1211,40962.01339,0.20652375
2024,55,Wisconsin,Black,Universal,Sliding scale,36806.00002,6236.284698,0.53487713
2024,55,Wisconsin,Black,Universal,Fixed (7%),36806.00002,4347,0.44493347
2024,55,Wisconsin,Black,Partial emp.,Sliding scale,36806.00002,5562.284698,0.5063396
2024,55,Wisconsin,Black,Partial emp.,Fixed (7%),36806.00002,4243,0.43896131
2024,55,Wisconsin,Black,Max emp.,Sliding scale,36806.00002,4856.284698,0.47243411
2024,55,Wisconsin,Black,Max emp.,Fixed (7%),36806.00002,3648,0.40216073
2024,55,Wisconsin,Hispanic,Universal,Sliding scale,47375.14861,10626.11999,0.48330765
2024,55,Wisconsin,Hispanic,Universal,Fixed (7%),47375.14861,6366.577393,0.35915183
2024,55,Wisconsin,Hispanic,Partial emp.,Sliding scale,47375.14861,10531.11999,0.48106539
2024,55,Wisconsin,Hispanic,Partial emp.,Fixed (7%),47375.14861,6271.577393,0.35569893
2024,55,Wisconsin,Hispanic,Max emp.,Sliding scale,47375.14861,9338.526986,0.45116596
2024,55,Wisconsin,Hispanic,Max emp.,Fixed (7%),47375.14861,5644.895793,0.33195467
2024,55,Wisconsin,Asian,Universal,Sliding scale,18868.00597,2137,0.1841288
2024,55,Wisconsin,Asian,Universal,Fixed (7%),18868.00597,1591.813202,0.14391458
2024,55,Wisconsin,Asian,Partial emp.,Sliding scale,18868.00597,2137,0.1841288
2024,55,Wisconsin,Asian,Partial emp.,Fixed (7%),18868.00597,1591.813202,0.14391458
2024,55,Wisconsin,Asian,Max emp.,Sliding scale,18868.00597,1976,0.17265172
2024,55,Wisconsin,Asian,Max emp.,Fixed (7%),18868.00597,1547,0.14043202
2024,55,Wisconsin,Other,Universal,Sliding scale,19360.17497,2514.02069,0.26998378
2024,55,Wisconsin,Other,Universal,Fixed (7%),19360.17497,1549.291391,0.18561017
2024,55,Wisconsin,Other,Partial emp.,Sliding scale,19360.17497,2373.00539,0.25875856
2024,55,Wisconsin,Other,Partial emp.,Fixed (7%),19360.17497,1408.276091,0.17161536
2024,55,Wisconsin,Other,Max emp.,Sliding scale,19360.17497,1927.445895,0.22090634
2024,55,Wisconsin,Other,Max emp.,Fixed (7%),19360.17497,1156.911295,0.14543859
2024,55,Wisconsin,People of Color,Universal,Sliding scale,122409.3296,21513.42537,0.39428393
2024,55,Wisconsin,People of Color,Universal,Fixed (7%),122409.3296,13854.68199,0.29538041
2024,55,Wisconsin,People of Color,Partial emp.,Sliding scale,122409.3296,20603.41007,0.38401036
2024,55,Wisconsin,People of Color,Partial emp.,Fixed (7%),122409.3296,13514.66669,0.29023526
2024,55,Wisconsin,People of Color,Max emp.,Sliding scale,122409.3296,18098.25758,0.35384017
2024,55,Wisconsin,People of Color,Max emp.,Fixed (7%),122409.3296,11996.80709,0.26631955
2024,56,Wyoming,Total,Universal,Sliding scale,54192.78691,6753.609099,0.22744576
2024,56,Wyoming,Total,Universal,Fixed (7%),54192.78691,3933.064397,0.14635895
2024,56,Wyoming,Total,Partial emp.,Sliding scale,54192.78691,6485.692196,0.22041168
2024,56,Wyoming,Total,Partial emp.,Fixed (7%),54192.78691,3770.067696,0.14114959
2024,56,Wyoming,Total,Max emp.,Sliding scale,54192.78691,4272.126997,0.15699543
2024,56,Wyoming,Total,Max emp.,Fixed (7%),54192.78691,2344.7042,0.09273335
2024,56,Wyoming,White,Universal,Sliding scale,45068.69951,5640.015897,0.2176793
2024,56,Wyoming,White,Universal,Fixed (7%),45068.69951,3554.541995,0.14919833
2024,56,Wyoming,White,Partial emp.,Sliding scale,45068.69951,5419.727094,0.21097085
2024,56,Wyoming,White,Partial emp.,Fixed (7%),45068.69951,3428.541995,0.14467476
2024,56,Wyoming,White,Max emp.,Sliding scale,45068.69951,3309.905297,0.14037134
2024,56,Wyoming,White,Max emp.,Fixed (7%),45068.69951,2091.8979,0.09354854
2024,56,Wyoming,Black,Universal,Sliding scale,380.9987013,0,0
2024,56,Wyoming,Black,Universal,Fixed (7%),380.9987013,0,0
2024,56,Wyoming,Black,Partial emp.,Sliding scale,380.9987013,0,0
2024,56,Wyoming,Black,Partial emp.,Fixed (7%),380.9987013,0,0
2024,56,Wyoming,Black,Max emp.,Sliding scale,380.9987013,0,0
2024,56,Wyoming,Black,Max emp.,Fixed (7%),380.9987013,0,0
2024,56,Wyoming,Hispanic,Universal,Sliding scale,5827.01719,442.0881009,0.27811171
2024,56,Wyoming,Hispanic,Universal,Fixed (7%),5827.01719,116.4019008,0.09209594
2024,56,Wyoming,Hispanic,Partial emp.,Sliding scale,5827.01719,442.0881009,0.27811171
2024,56,Wyoming,Hispanic,Partial emp.,Fixed (7%),5827.01719,116.4019008,0.09209594
2024,56,Wyoming,Hispanic,Max emp.,Sliding scale,5827.01719,344.0978999,0.23068799
2024,56,Wyoming,Hispanic,Max emp.,Fixed (7%),5827.01719,27.68249941,0.02355555
2024,56,Wyoming,Asian,Universal,Sliding scale,355.9963015,0,0
2024,56,Wyoming,Asian,Universal,Fixed (7%),355.9963015,0,0
2024,56,Wyoming,Asian,Partial emp.,Sliding scale,355.9963015,0,0
2024,56,Wyoming,Asian,Partial emp.,Fixed (7%),355.9963015,0,0
2024,56,Wyoming,Asian,Max emp.,Sliding scale,355.9963015,0,0
2024,56,Wyoming,Asian,Max emp.,Fixed (7%),355.9963015,0,0
2024,56,Wyoming,Other,Universal,Sliding scale,2560.075205,671.5051014,0.40453932
2024,56,Wyoming,Other,Universal,Fixed (7%),2560.075205,262.1205013,0.20960572
2024,56,Wyoming,Other,Partial emp.,Sliding scale,2560.075205,623.8770008,0.38694911
2024,56,Wyoming,Other,Partial emp.,Fixed (7%),2560.075205,225.1238008,0.18550937
2024,56,Wyoming,Other,Max emp.,Sliding scale,2560.075205,618.1238008,0.38475371
2024,56,Wyoming,Other,Max emp.,Fixed (7%),2560.075205,225.1238008,0.18550937
2024,56,Wyoming,People of Color,Universal,Sliding scale,9124.087398,1113.593202,0.29432685
2024,56,Wyoming,People of Color,Universal,Fixed (7%),9124.087398,378.522402,0.12416861
2024,56,Wyoming,People of Color,Partial emp.,Sliding scale,9124.087398,1065.965102,0.28533039
2024,56,Wyoming,People of Color,Partial emp.,Fixed (7%),9124.087398,341.5257015,0.11340875
2024,56,Wyoming,People of Color,Max emp.,Sliding scale,9124.087398,962.2217007,0.26491764
2024,56,Wyoming,People of Color,Max emp.,Fixed (7%),9124.087398,252.8063002,0.08649637
2024,99999,United States,Total,Universal,Sliding scale,27942517.39,3653026.179,0.24284557
2024,99999,United States,Total,Universal,Fixed (7%),27942517.39,1907614.796,0.14346013
2024,99999,United States,Total,Partial emp.,Sliding scale,27942517.39,3490756.031,0.23458879
2024,99999,United States,Total,Partial emp.,Fixed (7%),27942517.39,1838656.463,0.13899501
2024,99999,United States,Total,Max emp.,Sliding scale,27942517.39,2676678.438,0.19029095
2024,99999,United States,Total,Max emp.,Fixed (7%),27942517.39,1438037.487,0.11210495
2024,99999,United States,White,Universal,Sliding scale,14909496.35,2193044.325,0.2290263
2024,99999,United States,White,Universal,Fixed (7%),14909496.35,1172343.185,0.13703904
2024,99999,United States,White,Partial emp.,Sliding scale,14909496.35,2106279.494,0.22197654
2024,99999,United States,White,Partial emp.,Fixed (7%),14909496.35,1137318.156,0.13349139
2024,99999,United States,White,Max emp.,Sliding scale,14909496.35,1604535.31,0.17853951
2024,99999,United States,White,Max emp.,Fixed (7%),14909496.35,890677.5876,0.10765887
2024,99999,United States,Black,Universal,Sliding scale,3570479.068,375231.8005,0.27725992
2024,99999,United States,Black,Universal,Fixed (7%),3570479.068,186796.4235,0.16035099
2024,99999,United States,Black,Partial emp.,Sliding scale,3570479.068,345740.9645,0.26115995
2024,99999,United States,Black,Partial emp.,Fixed (7%),3570479.068,173575.713,0.15071242
2024,99999,United States,Black,Max emp.,Sliding scale,3570479.068,303273.6698,0.2366738
2024,99999,United States,Black,Max emp.,Fixed (7%),3570479.068,154232.3466,0.13620457
2024,99999,United States,Hispanic,Universal,Sliding scale,6100441.12,679566.7159,0.30055029
2024,99999,United States,Hispanic,Universal,Fixed (7%),6100441.12,331561.2873,0.17331377
2024,99999,United States,Hispanic,Partial emp.,Sliding scale,6100441.12,649845.2477,0.29123367
2024,99999,United States,Hispanic,Partial emp.,Fixed (7%),6100441.12,317204.0894,0.16706275
2024,99999,United States,Hispanic,Max emp.,Sliding scale,6100441.12,498304.8932,0.23959119
2024,99999,United States,Hispanic,Max emp.,Fixed (7%),6100441.12,245012.668,0.13414173
2024,99999,United States,Asian,Universal,Sliding scale,1877792.995,212739.6745,0.19271819
2024,99999,United States,Asian,Universal,Fixed (7%),1877792.995,117852.9675,0.11680138
2024,99999,United States,Asian,Partial emp.,Sliding scale,1877792.995,208128.3504,0.18933175
2024,99999,United States,Asian,Partial emp.,Fixed (7%),1877792.995,115807.3677,0.11500719
2024,99999,United States,Asian,Max emp.,Sliding scale,1877792.995,133514.0023,0.13030024
2024,99999,United States,Asian,Max emp.,Fixed (7%),1877792.995,75347.27529,0.0779591
2024,99999,United States,Other,Universal,Sliding scale,1484307.854,192443.6625,0.25701866
2024,99999,United States,Other,Universal,Fixed (7%),1484307.854,99060.93267,0.15115247
2024,99999,United States,Other,Partial emp.,Sliding scale,1484307.854,180761.9737,0.24524331
2024,99999,United States,Other,Partial emp.,Fixed (7%),1484307.854,94751.13668,0.14553339
2024,99999,United States,Other,Max emp.,Sliding scale,1484307.854,137050.5631,0.19766132
2024,99999,United States,Other,Max emp.,Fixed (7%),1484307.854,72767.60899,0.1156735
2024,99999,United States,People of Color,Universal,Sliding scale,13033021.04,1459981.853,0.26704985
2024,99999,United States,People of Color,Universal,Fixed (7%),13033021.04,735271.611,0.15504321
2024,99999,United States,People of Color,Partial emp.,Sliding scale,13033021.04,1384476.536,0.25678538
2024,99999,United States,People of Color,Partial emp.,Fixed (7%),13033021.04,701338.3068,0.14895367
2024,99999,United States,People of Color,Max emp.,Sliding scale,13033021.04,1072143.128,0.21108349
2024,99999,United States,People of Color,Max emp.,Fixed (7%),13033021.04,547359.899,0.12018123
