year,area,area_name,ptypeb,racecomp,scenario,model,pop,base,lf
2024,24,Maryland,Total,Other,Max emp.,Sliding scale,44252.15872,583.5210548,0.01514236
2024,24,Maryland,Total,Other,Max emp.,Fixed (7%),44252.15872,423.8439189,0.0110445
2024,25,Massachusetts,Total,Other,Universal,Sliding scale,77973.082,2051.482713,0.03021616
2024,25,Massachusetts,Total,Other,Universal,Fixed (7%),77973.082,1593.94919,0.02363647
2024,25,Massachusetts,Total,Other,Partial emp.,Sliding scale,77973.082,1784.879643,0.02639302
2024,25,Massachusetts,Total,Other,Partial emp.,Fixed (7%),77973.082,1337.953406,0.01991594
2024,25,Massachusetts,Total,Other,Max emp.,Sliding scale,77973.082,1214.195604,0.01810712
2024,25,Massachusetts,Total,Other,Max emp.,Fixed (7%),77973.082,890.5891287,0.01334563
2024,26,Michigan,Total,Other,Universal,Sliding scale,77955.65411,2018.194594,0.03013674
2024,26,Michigan,Total,Other,Universal,Fixed (7%),77955.65411,1479.521884,0.02227215
2024,26,Michigan,Total,Other,Partial emp.,Sliding scale,77955.65411,1847.821995,0.02766302
2024,26,Michigan,Total,Other,Partial emp.,Fixed (7%),77955.65411,1319.321513,0.01990856
2024,26,Michigan,Total,Other,Max emp.,Sliding scale,77955.65411,1012.685513,0.01535246
2024,26,Michigan,Total,Other,Max emp.,Fixed (7%),77955.65411,669.3148404,0.01020001
2024,27,Minnesota,Total,Other,Universal,Sliding scale,37343.36499,799.0815345,0.02368535
2024,27,Minnesota,Total,Other,Universal,Fixed (7%),37343.36499,611.1691872,0.01821696
2024,27,Minnesota,Total,Other,Partial emp.,Sliding scale,37343.36499,721.6338548,0.02143896
2024,27,Minnesota,Total,Other,Partial emp.,Fixed (7%),37343.36499,544.0529711,0.01624895
2024,27,Minnesota,Total,Other,Max emp.,Sliding scale,37343.36499,544.8621011,0.01627272
2024,27,Minnesota,Total,Other,Max emp.,Fixed (7%),37343.36499,396.8742912,0.01190557
2024,28,Mississippi,Total,Other,Universal,Sliding scale,11698.95069,209.7558489,0.02149432
2024,28,Mississippi,Total,Other,Universal,Fixed (7%),11698.95069,143.4908868,0.01480448
2024,28,Mississippi,Total,Other,Partial emp.,Sliding scale,11698.95069,186.1776401,0.0191244
2024,28,Mississippi,Total,Other,Partial emp.,Fixed (7%),11698.95069,124.8673378,0.01290782
2024,28,Mississippi,Total,Other,Max emp.,Sliding scale,11698.95069,96.37975751,0.00999242
2024,28,Mississippi,Total,Other,Max emp.,Fixed (7%),11698.95069,52.24417697,0.00544145
2024,29,Missouri,Total,Other,Universal,Sliding scale,37982.92261,1135.094001,0.03460124
2024,29,Missouri,Total,Other,Universal,Fixed (7%),37982.92261,817.0865533,0.02515118
2024,29,Missouri,Total,Other,Partial emp.,Sliding scale,37982.92261,1085.955013,0.03315299
2024,29,Missouri,Total,Other,Partial emp.,Fixed (7%),37982.92261,771.7230389,0.02378804
2024,29,Missouri,Total,Other,Max emp.,Sliding scale,37982.92261,651.7729578,0.02016519
2024,29,Missouri,Total,Other,Max emp.,Fixed (7%),37982.92261,434.6968137,0.01354001
2024,30,Montana,Total,Other,Universal,Sliding scale,17151.80133,499.2661426,0.03612791
2024,30,Montana,Total,Other,Universal,Fixed (7%),17151.80133,401.6385175,0.02927016
2024,30,Montana,Total,Other,Partial emp.,Sliding scale,17151.80133,440.5301805,0.03201372
2024,30,Montana,Total,Other,Partial emp.,Fixed (7%),17151.80133,349.0034555,0.02553222
2024,30,Montana,Total,Other,Max emp.,Sliding scale,17151.80133,267.8317907,0.01971095
2024,30,Montana,Total,Other,Max emp.,Fixed (7%),17151.80133,205.6491234,0.01520423
2024,31,Nebraska,Total,Other,Universal,Sliding scale,15398.05751,451.3104611,0.03044794
2024,31,Nebraska,Total,Other,Universal,Fixed (7%),15398.05751,372.176241,0.02524388
2024,31,Nebraska,Total,Other,Partial emp.,Sliding scale,15398.05751,434.1532448,0.02932436
2024,31,Nebraska,Total,Other,Partial emp.,Fixed (7%),15398.05751,356.4827252,0.02420519
2024,31,Nebraska,Total,Other,Max emp.,Sliding scale,15398.05751,298.6893796,0.02036092
2024,31,Nebraska,Total,Other,Max emp.,Fixed (7%),15398.05751,234.7917145,0.01607519
2024,32,Nevada,Total,Other,Universal,Sliding scale,30633.61801,1152.020495,0.04191195
2024,32,Nevada,Total,Other,Universal,Fixed (7%),30633.61801,936.0854167,0.03432562
2024,32,Nevada,Total,Other,Partial emp.,Sliding scale,30633.61801,1111.635261,0.04050219
2024,32,Nevada,Total,Other,Partial emp.,Fixed (7%),30633.61801,897.7461278,0.03296609
2024,32,Nevada,Total,Other,Max emp.,Sliding scale,30633.61801,839.7089198,0.03090076
2024,32,Nevada,Total,Other,Max emp.,Fixed (7%),30633.61801,689.9052493,0.02552881
2024,33,New Hampshire,Total,Other,Universal,Sliding scale,9103.841168,214.9150383,0.03083518
2024,33,New Hampshire,Total,Other,Universal,Fixed (7%),9103.841168,157.8209185,0.02283056
2024,33,New Hampshire,Total,Other,Partial emp.,Sliding scale,9103.841168,212.758993,0.03053529
2024,33,New Hampshire,Total,Other,Partial emp.,Fixed (7%),9103.841168,155.9278725,0.02256289
2024,33,New Hampshire,Total,Other,Max emp.,Sliding scale,9103.841168,78.76815781,0.01152651
2024,33,New Hampshire,Total,Other,Max emp.,Fixed (7%),9103.841168,51.05397969,0.00750139
2024,34,New Jersey,Total,Other,Universal,Sliding scale,48125,1145.660656,0.02690503
2024,34,New Jersey,Total,Other,Universal,Fixed (7%),48125,806.3237047,0.01908805
2024,34,New Jersey,Total,Other,Partial emp.,Sliding scale,48125,1107.664288,0.02603594
2024,34,New Jersey,Total,Other,Partial emp.,Fixed (7%),48125,770.9853696,0.01826677
2024,34,New Jersey,Total,Other,Max emp.,Sliding scale,48125,639.6681587,0.0152028
2024,34,New Jersey,Total,Other,Max emp.,Fixed (7%),48125,416.9739526,0.00996283
2024,35,New Mexico,Total,Other,Universal,Sliding scale,27124.12161,719.3761112,0.03325442
2024,35,New Mexico,Total,Other,Universal,Fixed (7%),27124.12161,554.0534032,0.02580933
2024,35,New Mexico,Total,Other,Partial emp.,Sliding scale,27124.12161,570.1837079,0.02654078
2024,35,New Mexico,Total,Other,Partial emp.,Fixed (7%),27124.12161,414.8299741,0.01945006
2024,35,New Mexico,Total,Other,Max emp.,Sliding scale,27124.12161,323.2405172,0.01522109
2024,35,New Mexico,Total,Other,Max emp.,Fixed (7%),27124.12161,227.2165537,0.01074801
2024,36,New York,Total,Other,Universal,Sliding scale,118334.0577,3427.753797,0.03355089
2024,36,New York,Total,Other,Universal,Fixed (7%),118334.0577,2698.102863,0.02659902
2024,36,New York,Total,Other,Partial emp.,Sliding scale,118334.0577,3097.797623,0.03041952
2024,36,New York,Total,Other,Partial emp.,Fixed (7%),118334.0577,2391.312721,0.02364608
2024,36,New York,Total,Other,Max emp.,Sliding scale,118334.0577,1744.605953,0.01736226
2024,36,New York,Total,Other,Max emp.,Fixed (7%),118334.0577,1279.456746,0.01279233
2024,37,North Carolina,Total,Other,Universal,Sliding scale,81455.9598,1723.638482,0.02559927
2024,37,North Carolina,Total,Other,Universal,Fixed (7%),81455.9598,1170.9355,0.01753453
2024,37,North Carolina,Total,Other,Partial emp.,Sliding scale,81455.9598,1591.429495,0.02368222
2024,37,North Carolina,Total,Other,Partial emp.,Fixed (7%),81455.9598,1063.92649,0.01595766
2024,37,North Carolina,Total,Other,Max emp.,Sliding scale,81455.9598,935.3902675,0.01405686
2024,37,North Carolina,Total,Other,Max emp.,Fixed (7%),81455.9598,589.3352783,0.00890272
2024,38,North Dakota,Total,Other,Universal,Sliding scale,9128.000009,149.4878212,0.02087968
2024,38,North Dakota,Total,Other,Universal,Fixed (7%),9128.000009,102.8215352,0.0144558
2024,38,North Dakota,Total,Other,Partial emp.,Sliding scale,9128.000009,124.1878758,0.01740743
2024,38,North Dakota,Total,Other,Partial emp.,Fixed (7%),9128.000009,80.26668509,0.01132069
2024,38,North Dakota,Total,Other,Max emp.,Sliding scale,9128.000009,90.86548121,0.0127964
2024,38,North Dakota,Total,Other,Max emp.,Fixed (7%),9128.000009,55.88138666,0.00790862
2024,39,Ohio,Total,Other,Universal,Sliding scale,76586.006,2266.014007,0.03454657
2024,39,Ohio,Total,Other,Universal,Fixed (7%),76586.006,1788.552634,0.02746736
2024,39,Ohio,Total,Other,Partial emp.,Sliding scale,76586.006,1963.195589,0.03006876
2024,39,Ohio,Total,Other,Partial emp.,Fixed (7%),76586.006,1500.456676,0.02314539
2024,39,Ohio,Total,Other,Max emp.,Sliding scale,76586.006,1316.348568,0.02036325
2024,39,Ohio,Total,Other,Max emp.,Fixed (7%),76586.006,988.7657511,0.01537361
2024,40,Oklahoma,Total,Other,Universal,Sliding scale,88941.78437,2787.30497,0.03718579
2024,40,Oklahoma,Total,Other,Universal,Fixed (7%),88941.78437,2070.611436,0.02789097
2024,40,Oklahoma,Total,Other,Partial emp.,Sliding scale,88941.78437,2590.356876,0.03464933
2024,40,Oklahoma,Total,Other,Partial emp.,Fixed (7%),88941.78437,1896.235599,0.02560228
2024,40,Oklahoma,Total,Other,Max emp.,Sliding scale,88941.78437,1548.73414,0.02100901
2024,40,Oklahoma,Total,Other,Max emp.,Fixed (7%),88941.78437,1074.121512,0.01466518
2024,41,Oregon,Total,Other,Universal,Sliding scale,38010.97688,1040.130609,0.03046118
2024,41,Oregon,Total,Other,Universal,Fixed (7%),38010.97688,763.799563,0.02255107
2024,41,Oregon,Total,Other,Partial emp.,Sliding scale,38010.97688,989.5989921,0.02902427
2024,41,Oregon,Total,Other,Partial emp.,Fixed (7%),38010.97688,718.7156593,0.02124826
2024,41,Oregon,Total,Other,Max emp.,Sliding scale,38010.97688,722.1550594,0.02134777
2024,41,Oregon,Total,Other,Max emp.,Fixed (7%),38010.97688,522.0442096,0.01552408
2024,42,Pennsylvania,Total,Other,Universal,Sliding scale,69121,1874.26245,0.03068122
2024,42,Pennsylvania,Total,Other,Universal,Fixed (7%),69121,1424.671802,0.02349444
2024,42,Pennsylvania,Total,Other,Partial emp.,Sliding scale,69121,1742.6228,0.02858792
2024,42,Pennsylvania,Total,Other,Partial emp.,Fixed (7%),69121,1310.89679,0.0216588
2024,42,Pennsylvania,Total,Other,Max emp.,Sliding scale,69121,1165.290322,0.0192995
2024,42,Pennsylvania,Total,Other,Max emp.,Fixed (7%),69121,857.9854761,0.01428262
2024,44,Rhode Island,Total,Other,Universal,Sliding scale,7399.999999,123.3066935,0.01969974
2024,44,Rhode Island,Total,Other,Universal,Fixed (7%),7399.999999,67.39306256,0.0108639
2024,44,Rhode Island,Total,Other,Partial emp.,Sliding scale,7399.999999,119.7926108,0.01914907
2024,44,Rhode Island,Total,Other,Partial emp.,Fixed (7%),7399.999999,67.0752607,0.01081323
2024,44,Rhode Island,Total,Other,Max emp.,Sliding scale,7399.999999,81.57879031,0.01312067
2024,44,Rhode Island,Total,Other,Max emp.,Fixed (7%),7399.999999,39.67370013,0.00642419
2024,45,South Carolina,Total,Other,Universal,Sliding scale,34095.98072,850.6051388,0.0298368
2024,45,South Carolina,Total,Other,Universal,Fixed (7%),34095.98072,578.5860637,0.02049066
2024,45,South Carolina,Total,Other,Partial emp.,Sliding scale,34095.98072,779.2738746,0.02740327
2024,45,South Carolina,Total,Other,Partial emp.,Fixed (7%),34095.98072,508.6615864,0.018059
2024,45,South Carolina,Total,Other,Max emp.,Sliding scale,34095.98072,401.7437146,0.01431745
2024,45,South Carolina,Total,Other,Max emp.,Fixed (7%),34095.98072,243.9566742,0.00874336
2024,46,South Dakota,Total,Other,Universal,Sliding scale,15699.66602,483.158113,0.03645619
2024,46,South Dakota,Total,Other,Universal,Fixed (7%),15699.66602,407.5489256,0.03092762
2024,46,South Dakota,Total,Other,Partial emp.,Sliding scale,15699.66602,382.1654752,0.02905732
2024,46,South Dakota,Total,Other,Partial emp.,Fixed (7%),15699.66602,310.9158067,0.02376873
2024,46,South Dakota,Total,Other,Max emp.,Sliding scale,15699.66602,115.9114214,0.00899523
2024,46,South Dakota,Total,Other,Max emp.,Fixed (7%),15699.66602,58.28847626,0.00454376
2024,47,Tennessee,Total,Other,Universal,Sliding scale,39923.54037,797.0439473,0.02264167
2024,47,Tennessee,Total,Other,Universal,Fixed (7%),39923.54037,459.1103412,0.01316839
2024,47,Tennessee,Total,Other,Partial emp.,Sliding scale,39923.54037,751.2450013,0.02136846
2024,47,Tennessee,Total,Other,Partial emp.,Fixed (7%),39923.54037,419.070595,0.01203377
2024,47,Tennessee,Total,Other,Max emp.,Sliding scale,39923.54037,468.9373531,0.01344646
2024,47,Tennessee,Total,Other,Max emp.,Fixed (7%),39923.54037,247.7220074,0.0071486
2024,48,Texas,Total,Other,Universal,Sliding scale,155006.6748,3375.375623,0.02586233
2024,48,Texas,Total,Other,Universal,Fixed (7%),155006.6748,2376.11535,0.01834641
2024,48,Texas,Total,Other,Partial emp.,Sliding scale,155006.6748,3113.333121,0.02390254
2024,48,Texas,Total,Other,Partial emp.,Fixed (7%),155006.6748,2136.532017,0.01652711
2024,48,Texas,Total,Other,Max emp.,Sliding scale,155006.6748,1780.769422,0.01381313
2024,48,Texas,Total,Other,Max emp.,Fixed (7%),155006.6748,1156.261406,0.00901259
2024,49,Utah,Total,Other,Universal,Sliding scale,28233.82782,737.1461119,0.03168203
2024,49,Utah,Total,Other,Universal,Fixed (7%),28233.82782,477.8188515,0.0207678
2024,49,Utah,Total,Other,Partial emp.,Sliding scale,28233.82782,704.8717139,0.03033698
2024,49,Utah,Total,Other,Partial emp.,Fixed (7%),28233.82782,449.1546667,0.0195463
2024,49,Utah,Total,Other,Max emp.,Sliding scale,28233.82782,410.0569327,0.01787526
2024,49,Utah,Total,Other,Max emp.,Fixed (7%),28233.82782,264.0352335,0.01158359
2024,50,Vermont,Total,Other,Universal,Sliding scale,2449.894596,0,0
2024,50,Vermont,Total,Other,Universal,Fixed (7%),2449.894596,0,0
2024,50,Vermont,Total,Other,Partial emp.,Sliding scale,2449.894596,0,0
2024,50,Vermont,Total,Other,Partial emp.,Fixed (7%),2449.894596,0,0
2024,50,Vermont,Total,Other,Max emp.,Sliding scale,2449.894596,0,0
2024,50,Vermont,Total,Other,Max emp.,Fixed (7%),2449.894596,0,0
2024,51,Virginia,Total,Other,Universal,Sliding scale,71373.91469,1978.972294,0.03273088
2024,51,Virginia,Total,Other,Universal,Fixed (7%),71373.91469,1461.155168,0.02437529
2024,51,Virginia,Total,Other,Partial emp.,Sliding scale,71373.91469,1848.309213,0.03063601
2024,51,Virginia,Total,Other,Partial emp.,Fixed (7%),71373.91469,1350.150424,0.02256527
2024,51,Virginia,Total,Other,Max emp.,Sliding scale,71373.91469,1074.486587,0.01804118
2024,51,Virginia,Total,Other,Max emp.,Fixed (7%),71373.91469,753.7383615,0.01272418
2024,53,Washington,Total,Other,Universal,Sliding scale,82358.99497,2616.212418,0.03812151
2024,53,Washington,Total,Other,Universal,Fixed (7%),82358.99497,2040.312118,0.02998151
2024,53,Washington,Total,Other,Partial emp.,Sliding scale,82358.99497,2475.925317,0.03615125
2024,53,Washington,Total,Other,Partial emp.,Fixed (7%),82358.99497,1916.578094,0.02821459
2024,53,Washington,Total,Other,Max emp.,Sliding scale,82358.99497,1451.753461,0.021519
2024,53,Washington,Total,Other,Max emp.,Fixed (7%),82358.99497,1103.441684,0.01644094
2024,54,West Virginia,Total,Other,Universal,Sliding scale,9546.897892,260.928948,0.03615554
2024,54,West Virginia,Total,Other,Universal,Fixed (7%),9546.897892,194.5858795,0.02721289
2024,54,West Virginia,Total,Other,Partial emp.,Sliding scale,9546.897892,217.9239822,0.03037759
2024,54,West Virginia,Total,Other,Partial emp.,Fixed (7%),9546.897892,160.2364872,0.02251729
2024,54,West Virginia,Total,Other,Max emp.,Sliding scale,9546.897892,120.9221406,0.01708703
2024,54,West Virginia,Total,Other,Max emp.,Fixed (7%),9546.897892,88.65826036,0.01258532
2024,55,Wisconsin,Total,Other,Universal,Sliding scale,32307.19701,730.9276347,0.02535559
2024,55,Wisconsin,Total,Other,Universal,Fixed (7%),32307.19701,559.26718,0.01951698
2024,55,Wisconsin,Total,Other,Partial emp.,Sliding scale,32307.19701,641.6868183,0.02232898
2024,55,Wisconsin,Total,Other,Partial emp.,Fixed (7%),32307.19701,476.1001411,0.01666302
2024,55,Wisconsin,Total,Other,Max emp.,Sliding scale,32307.19701,440.0169792,0.01541962
2024,55,Wisconsin,Total,Other,Max emp.,Fixed (7%),32307.19701,317.4829029,0.01117361
2024,56,Wyoming,Total,Other,Universal,Sliding scale,4835.135305,120.4840823,0.02739762
2024,56,Wyoming,Total,Other,Universal,Fixed (7%),4835.135305,80.99506216,0.01858485
2024,56,Wyoming,Total,Other,Partial emp.,Sliding scale,4835.135305,119.3659605,0.02715026
2024,56,Wyoming,Total,Other,Partial emp.,Fixed (7%),4835.135305,80.50423381,0.01847431
2024,56,Wyoming,Total,Other,Max emp.,Sliding scale,4835.135305,104.8985785,0.02393837
2024,56,Wyoming,Total,Other,Max emp.,Fixed (7%),4835.135305,73.62188869,0.01692166
2024,99999,United States,Total,Other,Universal,Sliding scale,2367807.515,60928.81561,0.03007291
2024,99999,United States,Total,Other,Universal,Fixed (7%),2367807.515,45509.91928,0.0226348
2024,99999,United States,Total,Other,Partial emp.,Sliding scale,2367807.515,55886.73024,0.02765309
2024,99999,United States,Total,Other,Partial emp.,Fixed (7%),2367807.515,40881.15382,0.02037955
2024,99999,United States,Total,Other,Max emp.,Sliding scale,2367807.515,33741.15591,0.0168803
2024,99999,United States,Total,Other,Max emp.,Fixed (7%),2367807.515,23790.53871,0.01196167
2024,1,Alabama,Total,People of Color,Universal,Sliding scale,225252.799,5573.053011,0.02983371
2024,1,Alabama,Total,People of Color,Universal,Fixed (7%),225252.799,3990.530957,0.02154466
2024,1,Alabama,Total,People of Color,Partial emp.,Sliding scale,225252.799,4680.276901,0.02517481
2024,1,Alabama,Total,People of Color,Partial emp.,Fixed (7%),225252.799,3178.786316,0.01723764
2024,1,Alabama,Total,People of Color,Max emp.,Sliding scale,225252.799,3031.399452,0.01645155
2024,1,Alabama,Total,People of Color,Max emp.,Fixed (7%),225252.799,2010.930241,0.01097419
2024,2,Alaska,Total,People of Color,Universal,Sliding scale,51941.00001,1709.663726,0.03777873
2024,2,Alaska,Total,People of Color,Universal,Fixed (7%),51941.00001,1295.176616,0.02888429
2024,2,Alaska,Total,People of Color,Partial emp.,Sliding scale,51941.00001,1551.271042,0.0343991
2024,2,Alaska,Total,People of Color,Partial emp.,Fixed (7%),51941.00001,1140.413436,0.02552093
2024,2,Alaska,Total,People of Color,Max emp.,Sliding scale,51941.00001,908.129799,0.02042893
2024,2,Alaska,Total,People of Color,Max emp.,Fixed (7%),51941.00001,646.0096074,0.01461858
2024,4,Arizona,Total,People of Color,Universal,Sliding scale,545555.3463,15987.60074,0.0349097
2024,4,Arizona,Total,People of Color,Universal,Fixed (7%),545555.3463,11684.45504,0.02575558
2024,4,Arizona,Total,People of Color,Partial emp.,Sliding scale,545555.3463,14783.77204,0.03236616
2024,4,Arizona,Total,People of Color,Partial emp.,Fixed (7%),545555.3463,10624.70404,0.02347445
2024,4,Arizona,Total,People of Color,Max emp.,Sliding scale,545555.3463,8770.777733,0.01945804
2024,4,Arizona,Total,People of Color,Max emp.,Fixed (7%),545555.3463,6057.594167,0.0135202
2024,5,Arkansas,Total,People of Color,Universal,Sliding scale,151264.17,4211.954744,0.03273519
2024,5,Arkansas,Total,People of Color,Universal,Fixed (7%),151264.17,2989.640345,0.02345825
2024,5,Arkansas,Total,People of Color,Partial emp.,Sliding scale,151264.17,3810.883206,0.02971069
2024,5,Arkansas,Total,People of Color,Partial emp.,Fixed (7%),151264.17,2614.593374,0.02057599
2024,5,Arkansas,Total,People of Color,Max emp.,Sliding scale,151264.17,2200.333925,0.01737254
2024,5,Arkansas,Total,People of Color,Max emp.,Fixed (7%),151264.17,1425.707673,0.01132582
2024,6,California,Total,People of Color,Universal,Sliding scale,3672745.794,114469.0143,0.03638997
2024,6,California,Total,People of Color,Universal,Fixed (7%),3672745.794,89074.42846,0.02854744
2024,6,California,Total,People of Color,Partial emp.,Sliding scale,3672745.794,107137.7354,0.03413891
2024,6,California,Total,People of Color,Partial emp.,Fixed (7%),3672745.794,82328.7131,0.02644267
2024,6,California,Total,People of Color,Max emp.,Sliding scale,3672745.794,61979.21369,0.0200377
2024,6,California,Total,People of Color,Max emp.,Fixed (7%),3672745.794,46184.63104,0.01500799
2024,8,Colorado,Total,People of Color,Universal,Sliding scale,307821.2794,9712.666222,0.03638521
2024,8,Colorado,Total,People of Color,Universal,Fixed (7%),307821.2794,7663.216688,0.02892976
2024,8,Colorado,Total,People of Color,Partial emp.,Sliding scale,307821.2794,9186.427126,0.03448181
2024,8,Colorado,Total,People of Color,Partial emp.,Fixed (7%),307821.2794,7175.337014,0.02713792
2024,8,Colorado,Total,People of Color,Max emp.,Sliding scale,307821.2794,4941.153555,0.01884725
2024,8,Colorado,Total,People of Color,Max emp.,Fixed (7%),307821.2794,3633.551462,0.01392908
2024,9,Connecticut,Total,People of Color,Universal,Sliding scale,217389,5174.208251,0.02746246
2024,9,Connecticut,Total,People of Color,Universal,Fixed (7%),217389,3883.183021,0.02075246
2024,9,Connecticut,Total,People of Color,Partial emp.,Sliding scale,217389,4796.367944,0.0255082
2024,9,Connecticut,Total,People of Color,Partial emp.,Fixed (7%),217389,3530.132631,0.01890135
2024,9,Connecticut,Total,People of Color,Max emp.,Sliding scale,217389,2953.56907,0.01586324
2024,9,Connecticut,Total,People of Color,Max emp.,Fixed (7%),217389,2076.208015,0.01120384
2024,10,Delaware,Total,People of Color,Universal,Sliding scale,62384,1008.12706,0.01748668
2024,10,Delaware,Total,People of Color,Universal,Fixed (7%),62384,641.3417927,0.01119576
2024,10,Delaware,Total,People of Color,Partial emp.,Sliding scale,62384,961.8246812,0.01669695
2024,10,Delaware,Total,People of Color,Partial emp.,Fixed (7%),62384,600.6923366,0.0104936
2024,10,Delaware,Total,People of Color,Max emp.,Sliding scale,62384,688.3260933,0.01200611
2024,10,Delaware,Total,People of Color,Max emp.,Fixed (7%),62384,411.2680739,0.00720837
2024,11,District of Columbia,Total,People of Color,Universal,Sliding scale,51762,2125.891333,0.04769257
2024,11,District of Columbia,Total,People of Color,Universal,Fixed (7%),51762,1925.736289,0.04339713
2024,11,District of Columbia,Total,People of Color,Partial emp.,Sliding scale,51762,1449.491822,0.03301917
2024,11,District of Columbia,Total,People of Color,Partial emp.,Fixed (7%),51762,1260.373865,0.02883532
2024,11,District of Columbia,Total,People of Color,Max emp.,Sliding scale,51762,1146.509894,0.02629881
2024,11,District of Columbia,Total,People of Color,Max emp.,Fixed (7%),51762,984.9011092,0.02267586
2024,12,Florida,Total,People of Color,Universal,Sliding scale,1650733.589,39413.17328,0.0275232
2024,12,Florida,Total,People of Color,Universal,Fixed (7%),1650733.589,27307.52987,0.01923211
2024,12,Florida,Total,People of Color,Partial emp.,Sliding scale,1650733.589,36124.01554,0.02528438
2024,12,Florida,Total,People of Color,Partial emp.,Fixed (7%),1650733.589,24291.24416,0.01714423
2024,12,Florida,Total,People of Color,Max emp.,Sliding scale,1650733.589,22787.23735,0.01609982
2024,12,Florida,Total,People of Color,Max emp.,Fixed (7%),1650733.589,14579.24352,0.01036073
2024,13,Georgia,Total,People of Color,Universal,Sliding scale,796903.5964,14227.39113,0.02084273
2024,13,Georgia,Total,People of Color,Universal,Fixed (7%),796903.5964,9252.002312,0.01365344
2024,13,Georgia,Total,People of Color,Partial emp.,Sliding scale,796903.5964,12729.68305,0.01868964
2024,13,Georgia,Total,People of Color,Partial emp.,Fixed (7%),796903.5964,7928.07715,0.01172259
2024,13,Georgia,Total,People of Color,Max emp.,Sliding scale,796903.5964,7889.088106,0.01166561
2024,13,Georgia,Total,People of Color,Max emp.,Fixed (7%),796903.5964,4616.806768,0.00686008
2024,15,Hawaii,Total,People of Color,Universal,Sliding scale,150559.9999,2868.919462,0.02158642
2024,15,Hawaii,Total,People of Color,Universal,Fixed (7%),150559.9999,2048.41355,0.01550848
2024,15,Hawaii,Total,People of Color,Partial emp.,Sliding scale,150559.9999,2765.982472,0.02082803
2024,15,Hawaii,Total,People of Color,Partial emp.,Fixed (7%),150559.9999,1972.048528,0.01493896
2024,15,Hawaii,Total,People of Color,Max emp.,Sliding scale,150559.9999,1620.990333,0.01231232
2024,15,Hawaii,Total,People of Color,Max emp.,Fixed (7%),150559.9999,1076.743098,0.00821241
2024,16,Idaho,Total,People of Color,Universal,Sliding scale,75671.49527,2006.62189,0.03189959
2024,16,Idaho,Total,People of Color,Universal,Fixed (7%),75671.49527,1315.473529,0.02114462
2024,16,Idaho,Total,People of Color,Partial emp.,Sliding scale,75671.49527,1879.467089,0.02993871
2024,16,Idaho,Total,People of Color,Partial emp.,Fixed (7%),75671.49527,1207.065617,0.01943596
2024,16,Idaho,Total,People of Color,Max emp.,Sliding scale,75671.49527,1125.662033,0.018149
2024,16,Idaho,Total,People of Color,Max emp.,Fixed (7%),75671.49527,696.3451474,0.0113054
2024,17,Illinois,Total,People of Color,Universal,Sliding scale,745333.6691,12993.90126,0.02029192
2024,17,Illinois,Total,People of Color,Universal,Fixed (7%),745333.6691,8796.366999,0.01382748
2024,17,Illinois,Total,People of Color,Partial emp.,Sliding scale,745333.6691,12074.85874,0.0188838
2024,17,Illinois,Total,People of Color,Partial emp.,Fixed (7%),745333.6691,7983.391873,0.01256558
2024,17,Illinois,Total,People of Color,Max emp.,Sliding scale,745333.6691,6981.977124,0.01100674
2024,17,Illinois,Total,People of Color,Max emp.,Fixed (7%),745333.6691,4344.148147,0.00687693
2024,18,Indiana,Total,People of Color,Universal,Sliding scale,269321.1424,7948.42058,0.0349066
2024,18,Indiana,Total,People of Color,Universal,Fixed (7%),269321.1424,5974.166626,0.02646585
2024,18,Indiana,Total,People of Color,Partial emp.,Sliding scale,269321.1424,7261.259332,0.03198536
2024,18,Indiana,Total,People of Color,Partial emp.,Fixed (7%),269321.1424,5341.590357,0.02373001
2024,18,Indiana,Total,People of Color,Max emp.,Sliding scale,269321.1424,4349.397855,0.01940774
2024,18,Indiana,Total,People of Color,Max emp.,Fixed (7%),269321.1424,3064.197554,0.01375182
2024,19,Iowa,Total,People of Color,Universal,Sliding scale,100291.0605,2021.271808,0.02378763
2024,19,Iowa,Total,People of Color,Universal,Fixed (7%),100291.0605,1479.474392,0.01752314
2024,19,Iowa,Total,People of Color,Partial emp.,Sliding scale,100291.0605,1967.699191,0.02317176
2024,19,Iowa,Total,People of Color,Partial emp.,Fixed (7%),100291.0605,1430.639963,0.01695454
2024,19,Iowa,Total,People of Color,Max emp.,Sliding scale,100291.0605,959.105073,0.01143025
2024,19,Iowa,Total,People of Color,Max emp.,Fixed (7%),100291.0605,646.048685,0.0077282
2024,20,Kansas,Total,People of Color,Universal,Sliding scale,135056.5867,2579.615652,0.02255497
2024,20,Kansas,Total,People of Color,Universal,Fixed (7%),135056.5867,1672.460389,0.01474014
2024,20,Kansas,Total,People of Color,Partial emp.,Sliding scale,135056.5867,2390.550079,0.02093647
2024,20,Kansas,Total,People of Color,Partial emp.,Fixed (7%),135056.5867,1501.808228,0.01325604
2024,20,Kansas,Total,People of Color,Max emp.,Sliding scale,135056.5867,1416.508541,0.01251254
2024,20,Kansas,Total,People of Color,Max emp.,Fixed (7%),135056.5867,817.3841477,0.00725867
2024,21,Kentucky,Total,People of Color,Universal,Sliding scale,131367.3573,3604.394053,0.03312695
2024,21,Kentucky,Total,People of Color,Universal,Fixed (7%),131367.3573,2660.373615,0.02466472
