year,area,area_name,ptypeb,racecomp,scenario,model,pop,base,lf
2024,1,Alabama,Total,Total,Universal,Sliding scale,659960.1994,17612.50635,0.03141979
2024,1,Alabama,Total,Total,Universal,Fixed (7%),659960.1994,11406.41245,0.02057625
2024,1,Alabama,Total,Total,Partial emp.,Sliding scale,659960.1994,15947.22536,0.02853378
2024,1,Alabama,Total,Total,Partial emp.,Fixed (7%),659960.1994,9908.901463,0.01792328
2024,1,Alabama,Total,Total,Max emp.,Sliding scale,659960.1994,9709.476288,0.01756889
2024,1,Alabama,Total,Total,Max emp.,Fixed (7%),659960.1994,5793.043277,0.01055708
2024,2,Alaska,Total,Total,Universal,Sliding scale,110910.9999,3682.81433,0.03855833
2024,2,Alaska,Total,Total,Universal,Fixed (7%),110910.9999,2664.571538,0.02819814
2024,2,Alaska,Total,Total,Partial emp.,Sliding scale,110910.9999,3346.372103,0.03515969
2024,2,Alaska,Total,Total,Partial emp.,Fixed (7%),110910.9999,2379.515602,0.0252577
2024,2,Alaska,Total,Total,Max emp.,Sliding scale,110910.9999,1919.611131,0.02047594
2024,2,Alaska,Total,Total,Max emp.,Fixed (7%),110910.9999,1306.778923,0.01403075
2024,4,Arizona,Total,Total,Universal,Sliding scale,974470.7627,31085.45929,0.03717972
2024,4,Arizona,Total,Total,Universal,Fixed (7%),974470.7627,22563.67427,0.02726515
2024,4,Arizona,Total,Total,Partial emp.,Sliding scale,974470.7627,29225.2009,0.0350327
2024,4,Arizona,Total,Total,Partial emp.,Fixed (7%),974470.7627,20926.69136,0.02533719
2024,4,Arizona,Total,Total,Max emp.,Sliding scale,974470.7627,17540.85842,0.02132519
2024,4,Arizona,Total,Total,Max emp.,Fixed (7%),974470.7627,12086.44775,0.01479211
2024,5,Arkansas,Total,Total,Universal,Sliding scale,436057.4379,13307.5194,0.03583496
2024,5,Arkansas,Total,Total,Universal,Fixed (7%),436057.4379,9051.625243,0.02465712
2024,5,Arkansas,Total,Total,Partial emp.,Sliding scale,436057.4379,12359.9844,0.03336855
2024,5,Arkansas,Total,Total,Partial emp.,Fixed (7%),436057.4379,8198.582049,0.0223854
2024,5,Arkansas,Total,Total,Max emp.,Sliding scale,436057.4379,7012.486443,0.0192091
2024,5,Arkansas,Total,Total,Max emp.,Fixed (7%),436057.4379,4398.311853,0.01213506
2024,6,California,Total,Total,Universal,Sliding scale,5235843.258,166998.125,0.03690716
2024,6,California,Total,Total,Universal,Fixed (7%),5235843.258,130133.8589,0.02899627
2024,6,California,Total,Total,Partial emp.,Sliding scale,5235843.258,156885.5877,0.03474992
2024,6,California,Total,Total,Partial emp.,Fixed (7%),5235843.258,120817.113,0.02697632
2024,6,California,Total,Total,Max emp.,Sliding scale,5235843.258,91175.40244,0.02049349
2024,6,California,Total,Total,Max emp.,Fixed (7%),5235843.258,68214.64092,0.01541214
2024,8,Colorado,Total,Total,Universal,Sliding scale,816865.9031,27142.65064,0.03697267
2024,8,Colorado,Total,Total,Universal,Fixed (7%),816865.9031,20750.67951,0.02851404
2024,8,Colorado,Total,Total,Partial emp.,Sliding scale,816865.9031,26080.09238,0.03557679
2024,8,Colorado,Total,Total,Partial emp.,Fixed (7%),816865.9031,19765.09466,0.02719656
2024,8,Colorado,Total,Total,Max emp.,Sliding scale,816865.9031,16277.21226,0.02250528
2024,8,Colorado,Total,Total,Max emp.,Fixed (7%),816865.9031,11818.46333,0.01644186
2024,9,Connecticut,Total,Total,Universal,Sliding scale,491433.0001,12503.76719,0.02832465
2024,9,Connecticut,Total,Total,Universal,Fixed (7%),491433.0001,9114.88775,0.02080759
2024,9,Connecticut,Total,Total,Partial emp.,Sliding scale,491433.0001,11906.21552,0.02700758
2024,9,Connecticut,Total,Total,Partial emp.,Fixed (7%),491433.0001,8564.693076,0.01957619
2024,9,Connecticut,Total,Total,Max emp.,Sliding scale,491433.0001,7966.065378,0.01823286
2024,9,Connecticut,Total,Total,Max emp.,Fixed (7%),491433.0001,5518.624174,0.01270227
2024,10,Delaware,Total,Total,Universal,Sliding scale,131965,2356.374324,0.01967394
2024,10,Delaware,Total,Total,Universal,Fixed (7%),131965,1448.192591,0.01218369
2024,10,Delaware,Total,Total,Partial emp.,Sliding scale,131965,2217.70824,0.01853764
2024,10,Delaware,Total,Total,Partial emp.,Fixed (7%),131965,1327.989946,0.01118373
2024,10,Delaware,Total,Total,Max emp.,Sliding scale,131965,1523.237288,0.01280696
2024,10,Delaware,Total,Total,Max emp.,Fixed (7%),131965,849.6956845,0.00718469
2024,11,District of Columbia,Total,Total,Universal,Sliding scale,82659,3010.725603,0.04031409
2024,11,District of Columbia,Total,Total,Universal,Fixed (7%),82659,2694.190849,0.03622919
2024,11,District of Columbia,Total,Total,Partial emp.,Sliding scale,82659,2311.015372,0.03123753
2024,11,District of Columbia,Total,Total,Partial emp.,Fixed (7%),82659,2005.794934,0.02722424
2024,11,District of Columbia,Total,Total,Max emp.,Sliding scale,82659,1771.720191,0.02412384
2024,11,District of Columbia,Total,Total,Max emp.,Fixed (7%),82659,1530.592956,0.02090928
2024,12,Florida,Total,Total,Universal,Sliding scale,2843299.06,73649.1324,0.02979615
2024,12,Florida,Total,Total,Universal,Fixed (7%),2843299.06,50723.93959,0.02071345
2024,12,Florida,Total,Total,Partial emp.,Sliding scale,2843299.06,68439.26255,0.02774689
2024,12,Florida,Total,Total,Partial emp.,Fixed (7%),2843299.06,45980.42575,0.01881284
2024,12,Florida,Total,Total,Max emp.,Sliding scale,2843299.06,41883.06595,0.01716519
2024,12,Florida,Total,Total,Max emp.,Fixed (7%),2843299.06,26743.41424,0.01102885
2024,13,Georgia,Total,Total,Universal,Sliding scale,1525895.679,29291.82213,0.0223027
2024,13,Georgia,Total,Total,Universal,Fixed (7%),1525895.679,17658.30955,0.01356514
2024,13,Georgia,Total,Total,Partial emp.,Sliding scale,1525895.679,27146.47315,0.02070306
2024,13,Georgia,Total,Total,Partial emp.,Fixed (7%),1525895.679,15770.49996,0.01213252
2024,13,Georgia,Total,Total,Max emp.,Sliding scale,1525895.679,16618.54134,0.01277659
2024,13,Georgia,Total,Total,Max emp.,Fixed (7%),1525895.679,8990.635238,0.00695291
2024,15,Hawaii,Total,Total,Universal,Sliding scale,189775.9999,3881.817341,0.02345512
2024,15,Hawaii,Total,Total,Universal,Fixed (7%),189775.9999,2802.020689,0.01704185
2024,15,Hawaii,Total,Total,Partial emp.,Sliding scale,189775.9999,3706.390557,0.0224189
2024,15,Hawaii,Total,Total,Partial emp.,Fixed (7%),189775.9999,2663.65834,0.01621397
2024,15,Hawaii,Total,Total,Max emp.,Sliding scale,189775.9999,2106.908718,0.01286859
2024,15,Hawaii,Total,Total,Max emp.,Fixed (7%),189775.9999,1420.358692,0.00871181
2024,16,Idaho,Total,Total,Universal,Sliding scale,313697.6771,10948.13695,0.04094847
2024,16,Idaho,Total,Total,Universal,Fixed (7%),313697.6771,7437.171332,0.02818682
2024,16,Idaho,Total,Total,Partial emp.,Sliding scale,313697.6771,10397.83828,0.03897045
2024,16,Idaho,Total,Total,Partial emp.,Fixed (7%),313697.6771,6983.786894,0.02651406
2024,16,Idaho,Total,Total,Max emp.,Sliding scale,313697.6771,6158.361865,0.02345382
2024,16,Idaho,Total,Total,Max emp.,Fixed (7%),313697.6771,3992.659822,0.01533231
2024,17,Illinois,Total,Total,Universal,Sliding scale,1702470.702,33072.84358,0.02203919
2024,17,Illinois,Total,Total,Universal,Fixed (7%),1702470.702,21677.73725,0.01455622
2024,17,Illinois,Total,Total,Partial emp.,Sliding scale,1702470.702,31282.8962,0.0208713
2024,17,Illinois,Total,Total,Partial emp.,Fixed (7%),1702470.702,20129.31947,0.01353055
2024,17,Illinois,Total,Total,Max emp.,Sliding scale,1702470.702,19600.19319,0.01317957
2024,17,Illinois,Total,Total,Max emp.,Fixed (7%),1702470.702,11911.26902,0.008051
2024,18,Indiana,Total,Total,Universal,Sliding scale,967557.2624,33901.92006,0.03943771
2024,18,Indiana,Total,Total,Universal,Fixed (7%),967557.2624,24600.03697,0.02892998
2024,18,Indiana,Total,Total,Partial emp.,Sliding scale,967557.2624,31934.57617,0.03723434
2024,18,Indiana,Total,Total,Partial emp.,Fixed (7%),967557.2624,22805.90093,0.02687676
2024,18,Indiana,Total,Total,Max emp.,Sliding scale,967557.2624,20336.68833,0.02403674
2024,18,Indiana,Total,Total,Max emp.,Fixed (7%),967557.2624,13833.55642,0.01647708
2024,19,Iowa,Total,Total,Universal,Sliding scale,469875.942,10174.15067,0.02373409
2024,19,Iowa,Total,Total,Universal,Fixed (7%),469875.942,6624.02507,0.01558146
2024,19,Iowa,Total,Total,Partial emp.,Sliding scale,469875.942,9805.797861,0.02289448
2024,19,Iowa,Total,Total,Partial emp.,Fixed (7%),469875.942,6282.884624,0.01479087
2024,19,Iowa,Total,Total,Max emp.,Sliding scale,469875.942,6618.292003,0.01556818
2024,19,Iowa,Total,Total,Max emp.,Fixed (7%),469875.942,3948.22481,0.00934609
2024,20,Kansas,Total,Total,Universal,Sliding scale,442873.2292,9522.193664,0.0242851
2024,20,Kansas,Total,Total,Universal,Fixed (7%),442873.2292,5645.313015,0.01454141
2024,20,Kansas,Total,Total,Partial emp.,Sliding scale,442873.2292,9039.124062,0.02308153
2024,20,Kansas,Total,Total,Partial emp.,Fixed (7%),442873.2292,5238.324871,0.01350723
2024,20,Kansas,Total,Total,Max emp.,Sliding scale,442873.2292,5688.512589,0.01465105
2024,20,Kansas,Total,Total,Max emp.,Fixed (7%),442873.2292,2965.056257,0.0076906
2024,21,Kentucky,Total,Total,Universal,Sliding scale,631371.2202,19463.24302,0.03569543
2024,21,Kentucky,Total,Total,Universal,Fixed (7%),631371.2202,13230.20424,0.02454466
2024,21,Kentucky,Total,Total,Partial emp.,Sliding scale,631371.2202,17611.11113,0.03240872
2024,21,Kentucky,Total,Total,Partial emp.,Fixed (7%),631371.2202,11619.30355,0.02162074
2024,21,Kentucky,Total,Total,Max emp.,Sliding scale,631371.2202,10602.28336,0.01976571
2024,21,Kentucky,Total,Total,Max emp.,Fixed (7%),631371.2202,6556.587183,0.01231626
2024,22,Louisiana,Total,Total,Universal,Sliding scale,624944.4616,19152.02521,0.03507294
2024,22,Louisiana,Total,Total,Universal,Fixed (7%),624944.4616,13767.52194,0.02546343
2024,22,Louisiana,Total,Total,Partial emp.,Sliding scale,624944.4616,17465.90637,0.03208424
2024,22,Louisiana,Total,Total,Partial emp.,Fixed (7%),624944.4616,12234.43894,0.02269229
2024,22,Louisiana,Total,Total,Max emp.,Sliding scale,624944.4616,11148.85393,0.02072048
2024,22,Louisiana,Total,Total,Max emp.,Fixed (7%),624944.4616,7591.987259,0.01420383
2024,23,Maine,Total,Total,Universal,Sliding scale,179978.998,5867.556656,0.03707429
2024,23,Maine,Total,Total,Universal,Fixed (7%),179978.998,4213.482362,0.02690417
2024,23,Maine,Total,Total,Partial emp.,Sliding scale,179978.998,5500.954494,0.03483861
2024,23,Maine,Total,Total,Partial emp.,Fixed (7%),179978.998,3880.372515,0.02482999
2024,23,Maine,Total,Total,Max emp.,Sliding scale,179978.998,3619.385393,0.02319871
2024,23,Maine,Total,Total,Max emp.,Fixed (7%),179978.998,2472.456386,0.01596475
2024,24,Maryland,Total,Total,Universal,Sliding scale,879486.9787,22101.48965,0.02778551
2024,24,Maryland,Total,Total,Universal,Fixed (7%),879486.9787,16337.37433,0.02068891
2024,24,Maryland,Total,Total,Partial emp.,Sliding scale,879486.9787,20847.5778,0.0262505
2024,24,Maryland,Total,Total,Partial emp.,Fixed (7%),879486.9787,15181.6073,0.01925348
2024,24,Maryland,Total,Total,Max emp.,Sliding scale,879486.9787,14073.44159,0.01787321
2024,24,Maryland,Total,Total,Max emp.,Fixed (7%),879486.9787,9962.260175,0.01271844
2024,25,Massachusetts,Total,Total,Universal,Sliding scale,930342.1089,26619.90999,0.03135111
2024,25,Massachusetts,Total,Total,Universal,Fixed (7%),930342.1089,20454.53997,0.02426616
2024,25,Massachusetts,Total,Total,Partial emp.,Sliding scale,930342.1089,25014.5912,0.02951628
2024,25,Massachusetts,Total,Total,Partial emp.,Fixed (7%),930342.1089,18948.77349,0.02252003
2024,25,Massachusetts,Total,Total,Max emp.,Sliding scale,930342.1089,17586.63757,0.02093506
2024,25,Massachusetts,Total,Total,Max emp.,Fixed (7%),930342.1089,12908.54676,0.01545233
2024,26,Michigan,Total,Total,Universal,Sliding scale,1330933.196,42298.59511,0.03644491
2024,26,Michigan,Total,Total,Universal,Fixed (7%),1330933.196,29707.58861,0.0258771
2024,26,Michigan,Total,Total,Partial emp.,Sliding scale,1330933.196,39332.93951,0.03397649
2024,26,Michigan,Total,Total,Partial emp.,Fixed (7%),1330933.196,26996.14805,0.02357094
2024,26,Michigan,Total,Total,Max emp.,Sliding scale,1330933.196,24267.80534,0.02123936
2024,26,Michigan,Total,Total,Max emp.,Fixed (7%),1330933.196,15869.72061,0.01399214
2024,27,Minnesota,Total,Total,Universal,Sliding scale,831479.5497,23555.43946,0.03075409
2024,27,Minnesota,Total,Total,Universal,Fixed (7%),831479.5497,17992.19085,0.02366256
2024,27,Minnesota,Total,Total,Partial emp.,Sliding scale,831479.5497,22505.73898,0.02942392
2024,27,Minnesota,Total,Total,Partial emp.,Fixed (7%),831479.5497,17005.63359,0.02239414
2024,27,Minnesota,Total,Total,Max emp.,Sliding scale,831479.5497,16160.0364,0.02130432
2024,27,Minnesota,Total,Total,Max emp.,Fixed (7%),831479.5497,11855.66304,0.01571892
2024,28,Mississippi,Total,Total,Universal,Sliding scale,390103.0913,9219.023492,0.0274576
2024,28,Mississippi,Total,Total,Universal,Fixed (7%),390103.0913,5907.223239,0.01776912
2024,28,Mississippi,Total,Total,Partial emp.,Sliding scale,390103.0913,8136.249786,0.0243111
2024,28,Mississippi,Total,Total,Partial emp.,Fixed (7%),390103.0913,4906.242457,0.01480271
2024,28,Mississippi,Total,Total,Max emp.,Sliding scale,390103.0913,5651.194692,0.01701208
2024,28,Mississippi,Total,Total,Max emp.,Fixed (7%),390103.0913,3284.24579,0.00995769
2024,29,Missouri,Total,Total,Universal,Sliding scale,871920.1047,26616.52445,0.03412351
2024,29,Missouri,Total,Total,Universal,Fixed (7%),871920.1047,18653.47376,0.02416121
2024,29,Missouri,Total,Total,Partial emp.,Sliding scale,871920.1047,25138.15293,0.03228938
2024,29,Missouri,Total,Total,Partial emp.,Fixed (7%),871920.1047,17322.33312,0.02247578
2024,29,Missouri,Total,Total,Max emp.,Sliding scale,871920.1047,16817.77104,0.0218354
2024,29,Missouri,Total,Total,Max emp.,Fixed (7%),871920.1047,11038.8682,0.0144407
2024,30,Montana,Total,Total,Universal,Sliding scale,158231.6943,6562.057325,0.0470226
2024,30,Montana,Total,Total,Universal,Fixed (7%),158231.6943,5110.57864,0.03700645
2024,30,Montana,Total,Total,Partial emp.,Sliding scale,158231.6943,6102.092494,0.04387117
2024,30,Montana,Total,Total,Partial emp.,Fixed (7%),158231.6943,4716.033847,0.03424734
2024,30,Montana,Total,Total,Max emp.,Sliding scale,158231.6943,3967.096736,0.02896618
2024,30,Montana,Total,Total,Max emp.,Fixed (7%),158231.6943,2973.10526,0.02186715
2024,31,Nebraska,Total,Total,Universal,Sliding scale,316222.4842,10160.17758,0.03532109
2024,31,Nebraska,Total,Total,Universal,Fixed (7%),316222.4842,7728.263485,0.0270958
2024,31,Nebraska,Total,Total,Partial emp.,Sliding scale,316222.4842,9815.652686,0.0341643
2024,31,Nebraska,Total,Total,Partial emp.,Fixed (7%),316222.4842,7418.849733,0.02603923
2024,31,Nebraska,Total,Total,Max emp.,Sliding scale,316222.4842,6634.011271,0.02334886
2024,31,Nebraska,Total,Total,Max emp.,Fixed (7%),316222.4842,4838.133545,0.01713646
2024,32,Nevada,Total,Total,Universal,Sliding scale,410009.1256,16783.2675,0.04625244
2024,32,Nevada,Total,Total,Universal,Fixed (7%),410009.1256,13314.77856,0.03704788
2024,32,Nevada,Total,Total,Partial emp.,Sliding scale,410009.1256,16005.88407,0.04420478
2024,32,Nevada,Total,Total,Partial emp.,Fixed (7%),410009.1256,12606.75717,0.03514707
2024,32,Nevada,Total,Total,Max emp.,Sliding scale,410009.1256,10104.38404,0.02836848
2024,32,Nevada,Total,Total,Max emp.,Fixed (7%),410009.1256,7915.624957,0.02236086
2024,33,New Hampshire,Total,Total,Universal,Sliding scale,175733.672,5326.197077,0.03341987
2024,33,New Hampshire,Total,Total,Universal,Fixed (7%),175733.672,3607.480503,0.02288234
2024,33,New Hampshire,Total,Total,Partial emp.,Sliding scale,175733.672,5187.11989,0.03257564
2024,33,New Hampshire,Total,Total,Partial emp.,Fixed (7%),175733.672,3482.935961,0.02210982
2024,33,New Hampshire,Total,Total,Max emp.,Sliding scale,175733.672,3754.120425,0.02379036
2024,33,New Hampshire,Total,Total,Max emp.,Fixed (7%),175733.672,2419.581582,0.01546399
2024,34,New Jersey,Total,Total,Universal,Sliding scale,1333418,33111.41763,0.02776498
2024,34,New Jersey,Total,Total,Universal,Fixed (7%),1333418,23403.97147,0.01978604
2024,34,New Jersey,Total,Total,Partial emp.,Sliding scale,1333418,31222.3675,0.02622249
2024,34,New Jersey,Total,Total,Partial emp.,Fixed (7%),1333418,21701.44523,0.01837314
2024,34,New Jersey,Total,Total,Max emp.,Sliding scale,1333418,20406.86391,0.01729607
2024,34,New Jersey,Total,Total,Max emp.,Fixed (7%),1333418,13671.35883,0.01165384
2024,35,New Mexico,Total,Total,Universal,Sliding scale,250790.9969,6877.502147,0.03269992
2024,35,New Mexico,Total,Total,Universal,Fixed (7%),250790.9969,4953.343739,0.02376873
2024,35,New Mexico,Total,Total,Partial emp.,Sliding scale,250790.9969,6230.47453,0.02971496
2024,35,New Mexico,Total,Total,Partial emp.,Fixed (7%),250790.9969,4377.983451,0.02106601
2024,35,New Mexico,Total,Total,Max emp.,Sliding scale,250790.9969,3159.837087,0.01529417
2024,35,New Mexico,Total,Total,Max emp.,Fixed (7%),250790.9969,2130.042753,0.01036143
2024,36,New York,Total,Total,Universal,Sliding scale,2402152.329,88024.82176,0.04116614
2024,36,New York,Total,Total,Universal,Fixed (7%),2402152.329,70650.91469,0.03331163
2024,36,New York,Total,Total,Partial emp.,Sliding scale,2402152.329,81602.73721,0.03827772
2024,36,New York,Total,Total,Partial emp.,Fixed (7%),2402152.329,64628.28058,0.03055876
2024,36,New York,Total,Total,Max emp.,Sliding scale,2402152.329,50757.8402,0.02415872
2024,36,New York,Total,Total,Max emp.,Fixed (7%),2402152.329,39131.10886,0.0187285
2024,37,North Carolina,Total,Total,Universal,Sliding scale,1556898.046,36686.65014,0.02746142
2024,37,North Carolina,Total,Total,Universal,Fixed (7%),1556898.046,24034.58233,0.01816285
2024,37,North Carolina,Total,Total,Partial emp.,Sliding scale,1556898.046,34002.30554,0.02550332
2024,37,North Carolina,Total,Total,Partial emp.,Fixed (7%),1556898.046,21657.14688,0.01639569
2024,37,North Carolina,Total,Total,Max emp.,Sliding scale,1556898.046,19700.42177,0.01493646
2024,37,North Carolina,Total,Total,Max emp.,Fixed (7%),1556898.046,11852.56837,0.00904017
2024,38,North Dakota,Total,Total,Universal,Sliding scale,124398.9999,3426.194887,0.03038829
2024,38,North Dakota,Total,Total,Universal,Fixed (7%),124398.9999,2450.418734,0.02192348
2024,38,North Dakota,Total,Total,Partial emp.,Sliding scale,124398.9999,3353.578521,0.0297634
2024,38,North Dakota,Total,Total,Partial emp.,Fixed (7%),124398.9999,2385.441309,0.02135455
2024,38,North Dakota,Total,Total,Max emp.,Sliding scale,124398.9999,2402.090618,0.0215004
2024,38,North Dakota,Total,Total,Max emp.,Fixed (7%),124398.9999,1632.660703,0.0147148
2024,39,Ohio,Total,Total,Universal,Sliding scale,1609416.905,57010.69463,0.04010963
2024,39,Ohio,Total,Total,Universal,Fixed (7%),1609416.905,42897.04013,0.03048271
2024,39,Ohio,Total,Total,Partial emp.,Sliding scale,1609416.905,52911.26808,0.03733317
2024,39,Ohio,Total,Total,Partial emp.,Fixed (7%),1609416.905,39093.6387,0.02785529
2024,39,Ohio,Total,Total,Max emp.,Sliding scale,1609416.905,33646.04701,0.02406715
2024,39,Ohio,Total,Total,Max emp.,Fixed (7%),1609416.905,24021.08407,0.01730149
2024,40,Oklahoma,Total,Total,Universal,Sliding scale,584401.9526,21636.02735,0.04291812
2024,40,Oklahoma,Total,Total,Universal,Fixed (7%),584401.9526,16023.6546,0.03214303
2024,40,Oklahoma,Total,Total,Partial emp.,Sliding scale,584401.9526,20028.4894,0.03985643
2024,40,Oklahoma,Total,Total,Partial emp.,Fixed (7%),584401.9526,14553.46954,0.02928023
2024,40,Oklahoma,Total,Total,Max emp.,Sliding scale,584401.9526,11312.25373,0.02290859
2024,40,Oklahoma,Total,Total,Max emp.,Fixed (7%),584401.9526,7782.984156,0.01587488
2024,41,Oregon,Total,Total,Universal,Sliding scale,570028.9594,14990.43642,0.03007866
2024,41,Oregon,Total,Total,Universal,Fixed (7%),570028.9594,10523.36172,0.02130635
2024,41,Oregon,Total,Total,Partial emp.,Sliding scale,570028.9594,14195.58633,0.02852928
2024,41,Oregon,Total,Total,Partial emp.,Fixed (7%),570028.9594,9862.205256,0.01999449
2024,41,Oregon,Total,Total,Max emp.,Sliding scale,570028.9594,8454.817495,0.01719022
2024,41,Oregon,Total,Total,Max emp.,Fixed (7%),570028.9594,5530.870827,0.01131254
2024,42,Pennsylvania,Total,Total,Universal,Sliding scale,1681021,53483.38263,0.03569029
2024,42,Pennsylvania,Total,Total,Universal,Fixed (7%),1681021,39385.69558,0.02653229
2024,42,Pennsylvania,Total,Total,Partial emp.,Sliding scale,1681021,50149.16578,0.03353994
2024,42,Pennsylvania,Total,Total,Partial emp.,Fixed (7%),1681021,36345.0602,0.02453421
2024,42,Pennsylvania,Total,Total,Max emp.,Sliding scale,1681021,32405.50334,0.0219332
2024,42,Pennsylvania,Total,Total,Max emp.,Fixed (7%),1681021,22626.54655,0.01541649
2024,44,Rhode Island,Total,Total,Universal,Sliding scale,139578,2859.378965,0.02289914
2024,44,Rhode Island,Total,Total,Universal,Fixed (7%),139578,2027.546355,0.01634636
2024,44,Rhode Island,Total,Total,Partial emp.,Sliding scale,139578,2612.662081,0.02096475
2024,44,Rhode Island,Total,Total,Partial emp.,Fixed (7%),139578,1804.295198,0.01457271
2024,44,Rhode Island,Total,Total,Max emp.,Sliding scale,139578,1607.915093,0.01300724
2024,44,Rhode Island,Total,Total,Max emp.,Fixed (7%),139578,1037.22283,0.00842954
2024,45,South Carolina,Total,Total,Universal,Sliding scale,733125.4702,21849.37937,0.03431627
2024,45,South Carolina,Total,Total,Universal,Fixed (7%),733125.4702,15269.8018,0.02423291
2024,45,South Carolina,Total,Total,Partial emp.,Sliding scale,733125.4702,20185.96439,0.03178678
2024,45,South Carolina,Total,Total,Partial emp.,Fixed (7%),733125.4702,13767.44082,0.02190091
2024,45,South Carolina,Total,Total,Max emp.,Sliding scale,733125.4702,12340.52962,0.01967567
2024,45,South Carolina,Total,Total,Max emp.,Fixed (7%),733125.4702,7967.516946,0.01279256
2024,46,South Dakota,Total,Total,Universal,Sliding scale,135407.4697,3050.27692,0.02454246
2024,46,South Dakota,Total,Total,Universal,Fixed (7%),135407.4697,2004.530771,0.01626527
2024,46,South Dakota,Total,Total,Partial emp.,Sliding scale,135407.4697,2839.412138,0.02288468
2024,46,South Dakota,Total,Total,Partial emp.,Fixed (7%),135407.4697,1813.819537,0.0147406
2024,46,South Dakota,Total,Total,Max emp.,Sliding scale,135407.4697,2001.090785,0.01623781
2024,46,South Dakota,Total,Total,Max emp.,Fixed (7%),135407.4697,1173.955118,0.0095904
2024,47,Tennessee,Total,Total,Universal,Sliding scale,988996.4259,23001.47115,0.02731108
2024,47,Tennessee,Total,Total,Universal,Fixed (7%),988996.4259,14047.17136,0.01685832
2024,47,Tennessee,Total,Total,Partial emp.,Sliding scale,988996.4259,21240.73371,0.02527329
2024,47,Tennessee,Total,Total,Partial emp.,Fixed (7%),988996.4259,12556.12356,0.01509589
2024,47,Tennessee,Total,Total,Max emp.,Sliding scale,988996.4259,12011.9586,0.01445111
2024,47,Tennessee,Total,Total,Max emp.,Fixed (7%),988996.4259,6509.255952,0.00788322
2024,48,Texas,Total,Total,Universal,Sliding scale,4697290.938,125895.4561,0.03135798
2024,48,Texas,Total,Total,Universal,Fixed (7%),4697290.938,87658.27336,0.02204383
2024,48,Texas,Total,Total,Partial emp.,Sliding scale,4697290.938,117338.8974,0.02928914
2024,48,Texas,Total,Total,Partial emp.,Fixed (7%),4697290.938,79941.20052,0.02014227
2024,48,Texas,Total,Total,Max emp.,Sliding scale,4697290.938,68093.27683,0.01720839
2024,48,Texas,Total,Total,Max emp.,Fixed (7%),4697290.938,44443.21061,0.01129913
2024,49,Utah,Total,Total,Universal,Sliding scale,561935.481,21034.66929,0.04459298
2024,49,Utah,Total,Total,Universal,Fixed (7%),561935.481,14368.1846,0.03089685
2024,49,Utah,Total,Total,Partial emp.,Sliding scale,561935.481,20166.07642,0.04283045
2024,49,Utah,Total,Total,Partial emp.,Fixed (7%),561935.481,13564.60757,0.02921936
2024,49,Utah,Total,Total,Max emp.,Sliding scale,561935.481,11090.54808,0.02401802
2024,49,Utah,Total,Total,Max emp.,Fixed (7%),561935.481,7030.624543,0.01536078
2024,50,Vermont,Total,Total,Universal,Sliding scale,84910.47306,3160.429787,0.03939354
2024,50,Vermont,Total,Total,Universal,Fixed (7%),84910.47306,2525.27405,0.03172775
2024,50,Vermont,Total,Total,Partial emp.,Sliding scale,84910.47306,3088.976565,0.03853722
2024,50,Vermont,Total,Total,Partial emp.,Fixed (7%),84910.47306,2463.227155,0.03097234
2024,50,Vermont,Total,Total,Max emp.,Sliding scale,84910.47306,2271.32024,0.0286284
2024,50,Vermont,Total,Total,Max emp.,Fixed (7%),84910.47306,1769.314504,0.02244298
2024,51,Virginia,Total,Total,Universal,Sliding scale,1279007.524,36602.57649,0.03236775
2024,51,Virginia,Total,Total,Universal,Fixed (7%),1279007.524,26802.12057,0.02390838
2024,51,Virginia,Total,Total,Partial emp.,Sliding scale,1279007.524,34908.76723,0.03091621
2024,51,Virginia,Total,Total,Partial emp.,Fixed (7%),1279007.524,25273.23629,0.02257536
2024,51,Virginia,Total,Total,Max emp.,Sliding scale,1279007.524,21176.47457,0.01898539
2024,51,Virginia,Total,Total,Max emp.,Fixed (7%),1279007.524,14616.57381,0.01318175
2024,53,Washington,Total,Total,Universal,Sliding scale,1131963.677,42791.60341,0.04353233
2024,53,Washington,Total,Total,Universal,Fixed (7%),1131963.677,33059.20757,0.03396778
2024,53,Washington,Total,Total,Partial emp.,Sliding scale,1131963.677,40621.00118,0.04141561
2024,53,Washington,Total,Total,Partial emp.,Fixed (7%),1131963.677,31103.74056,0.03202291
2024,53,Washington,Total,Total,Max emp.,Sliding scale,1131963.677,23413.4377,0.02429772
2024,53,Washington,Total,Total,Max emp.,Fixed (7%),1131963.677,17320.83068,0.01808938
2024,54,West Virginia,Total,Total,Universal,Sliding scale,229341.8812,10078.04042,0.05054208
2024,54,West Virginia,Total,Total,Universal,Fixed (7%),229341.8812,7404.186735,0.03763722
2024,54,West Virginia,Total,Total,Partial emp.,Sliding scale,229341.8812,9353.90626,0.04708148
2024,54,West Virginia,Total,Total,Partial emp.,Fixed (7%),229341.8812,6737.889905,0.03436667
2024,54,West Virginia,Total,Total,Max emp.,Sliding scale,229341.8812,5674.200517,0.02909919
2024,54,West Virginia,Total,Total,Max emp.,Fixed (7%),229341.8812,4045.371677,0.02092077
2024,55,Wisconsin,Total,Total,Universal,Sliding scale,791635.6242,25230.07219,0.03479303
2024,55,Wisconsin,Total,Total,Universal,Fixed (7%),791635.6242,19144.89115,0.02662481
