year,area,area_name,ptypeb,scenario,model,lf
2024,19,Iowa,Married/cohabitating mother,Max emp.,Fixed (7%),0.01562637
2024,20,Kansas,Married/cohabitating mother,Universal,Sliding scale,0.04274572
2024,20,Kansas,Married/cohabitating mother,Universal,Fixed (7%),0.02491615
2024,20,Kansas,Married/cohabitating mother,Partial emp.,Sliding scale,0.04151042
2024,20,Kansas,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02397107
2024,20,Kansas,Married/cohabitating mother,Max emp.,Sliding scale,0.0253795
2024,20,Kansas,Married/cohabitating mother,Max emp.,Fixed (7%),0.01303431
2024,21,Kentucky,Married/cohabitating mother,Universal,Sliding scale,0.06033767
2024,21,Kentucky,Married/cohabitating mother,Universal,Fixed (7%),0.03960431
2024,21,Kentucky,Married/cohabitating mother,Partial emp.,Sliding scale,0.05634456
2024,21,Kentucky,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03632027
2024,21,Kentucky,Married/cohabitating mother,Max emp.,Sliding scale,0.03188102
2024,21,Kentucky,Married/cohabitating mother,Max emp.,Fixed (7%),0.01876003
2024,22,Louisiana,Married/cohabitating mother,Universal,Sliding scale,0.05813244
2024,22,Louisiana,Married/cohabitating mother,Universal,Fixed (7%),0.03962223
2024,22,Louisiana,Married/cohabitating mother,Partial emp.,Sliding scale,0.05612374
2024,22,Louisiana,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03797404
2024,22,Louisiana,Married/cohabitating mother,Max emp.,Sliding scale,0.03211643
2024,22,Louisiana,Married/cohabitating mother,Max emp.,Fixed (7%),0.0204874
2024,23,Maine,Married/cohabitating mother,Universal,Sliding scale,0.06546256
2024,23,Maine,Married/cohabitating mother,Universal,Fixed (7%),0.04618617
2024,23,Maine,Married/cohabitating mother,Partial emp.,Sliding scale,0.06276452
2024,23,Maine,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04377543
2024,23,Maine,Married/cohabitating mother,Max emp.,Sliding scale,0.04027244
2024,23,Maine,Married/cohabitating mother,Max emp.,Fixed (7%),0.02702631
2024,24,Maryland,Married/cohabitating mother,Universal,Sliding scale,0.05027767
2024,24,Maryland,Married/cohabitating mother,Universal,Fixed (7%),0.03642745
2024,24,Maryland,Married/cohabitating mother,Partial emp.,Sliding scale,0.04868845
2024,24,Maryland,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03502154
2024,24,Maryland,Married/cohabitating mother,Max emp.,Sliding scale,0.03127631
2024,24,Maryland,Married/cohabitating mother,Max emp.,Fixed (7%),0.02165368
2024,25,Massachusetts,Married/cohabitating mother,Universal,Sliding scale,0.05865516
2024,25,Massachusetts,Married/cohabitating mother,Universal,Fixed (7%),0.04430103
2024,25,Massachusetts,Married/cohabitating mother,Partial emp.,Sliding scale,0.05678872
2024,25,Massachusetts,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04260052
2024,25,Massachusetts,Married/cohabitating mother,Max emp.,Sliding scale,0.03883263
2024,25,Massachusetts,Married/cohabitating mother,Max emp.,Fixed (7%),0.02808442
2024,26,Michigan,Married/cohabitating mother,Universal,Sliding scale,0.0623978
2024,26,Michigan,Married/cohabitating mother,Universal,Fixed (7%),0.04268344
2024,26,Michigan,Married/cohabitating mother,Partial emp.,Sliding scale,0.05991549
2024,26,Michigan,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04049551
2024,26,Michigan,Married/cohabitating mother,Max emp.,Sliding scale,0.03500166
2024,26,Michigan,Married/cohabitating mother,Max emp.,Fixed (7%),0.02219074
2024,27,Minnesota,Married/cohabitating mother,Universal,Sliding scale,0.05648249
2024,27,Minnesota,Married/cohabitating mother,Universal,Fixed (7%),0.04280016
2024,27,Minnesota,Married/cohabitating mother,Partial emp.,Sliding scale,0.05499051
2024,27,Minnesota,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04143814
2024,27,Minnesota,Married/cohabitating mother,Max emp.,Sliding scale,0.03889196
2024,27,Minnesota,Married/cohabitating mother,Max emp.,Fixed (7%),0.02839954
2024,28,Mississippi,Married/cohabitating mother,Universal,Sliding scale,0.0457335
2024,28,Mississippi,Married/cohabitating mother,Universal,Fixed (7%),0.02641217
2024,28,Mississippi,Married/cohabitating mother,Partial emp.,Sliding scale,0.04412157
2024,28,Mississippi,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02500262
2024,28,Mississippi,Married/cohabitating mother,Max emp.,Sliding scale,0.02821932
2024,28,Mississippi,Married/cohabitating mother,Max emp.,Fixed (7%),0.01492628
2024,29,Missouri,Married/cohabitating mother,Universal,Sliding scale,0.06064862
2024,29,Missouri,Married/cohabitating mother,Universal,Fixed (7%),0.04152406
2024,29,Missouri,Married/cohabitating mother,Partial emp.,Sliding scale,0.05860377
2024,29,Missouri,Married/cohabitating mother,Partial emp.,Fixed (7%),0.0397747
2024,29,Missouri,Married/cohabitating mother,Max emp.,Sliding scale,0.03768945
2024,29,Missouri,Married/cohabitating mother,Max emp.,Fixed (7%),0.0240338
2024,30,Montana,Married/cohabitating mother,Universal,Sliding scale,0.0851557
2024,30,Montana,Married/cohabitating mother,Universal,Fixed (7%),0.06596282
2024,30,Montana,Married/cohabitating mother,Partial emp.,Sliding scale,0.07971428
2024,30,Montana,Married/cohabitating mother,Partial emp.,Fixed (7%),0.06142669
2024,30,Montana,Married/cohabitating mother,Max emp.,Sliding scale,0.05036434
2024,30,Montana,Married/cohabitating mother,Max emp.,Fixed (7%),0.03749084
2024,31,Nebraska,Married/cohabitating mother,Universal,Sliding scale,0.06340599
2024,31,Nebraska,Married/cohabitating mother,Universal,Fixed (7%),0.0477181
2024,31,Nebraska,Married/cohabitating mother,Partial emp.,Sliding scale,0.06163359
2024,31,Nebraska,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04615796
2024,31,Nebraska,Married/cohabitating mother,Max emp.,Sliding scale,0.04149371
2024,31,Nebraska,Married/cohabitating mother,Max emp.,Fixed (7%),0.03000739
2024,32,Nevada,Married/cohabitating mother,Universal,Sliding scale,0.08502445
2024,32,Nevada,Married/cohabitating mother,Universal,Fixed (7%),0.06648872
2024,32,Nevada,Married/cohabitating mother,Partial emp.,Sliding scale,0.08303825
2024,32,Nevada,Married/cohabitating mother,Partial emp.,Fixed (7%),0.06477654
2024,32,Nevada,Married/cohabitating mother,Max emp.,Sliding scale,0.04970314
2024,32,Nevada,Married/cohabitating mother,Max emp.,Fixed (7%),0.03836288
2024,33,New Hampshire,Married/cohabitating mother,Universal,Sliding scale,0.06123387
2024,33,New Hampshire,Married/cohabitating mother,Universal,Fixed (7%),0.04054428
2024,33,New Hampshire,Married/cohabitating mother,Partial emp.,Sliding scale,0.06047186
2024,33,New Hampshire,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03989732
2024,33,New Hampshire,Married/cohabitating mother,Max emp.,Sliding scale,0.04296075
2024,33,New Hampshire,Married/cohabitating mother,Max emp.,Fixed (7%),0.02703946
2024,34,New Jersey,Married/cohabitating mother,Universal,Sliding scale,0.05017715
2024,34,New Jersey,Married/cohabitating mother,Universal,Fixed (7%),0.0346184
2024,34,New Jersey,Married/cohabitating mother,Partial emp.,Sliding scale,0.04842312
2024,34,New Jersey,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03311549
2024,34,New Jersey,Married/cohabitating mother,Max emp.,Sliding scale,0.03042899
2024,34,New Jersey,Married/cohabitating mother,Max emp.,Fixed (7%),0.01986352
2024,35,New Mexico,Married/cohabitating mother,Universal,Sliding scale,0.06291781
2024,35,New Mexico,Married/cohabitating mother,Universal,Fixed (7%),0.04424697
2024,35,New Mexico,Married/cohabitating mother,Partial emp.,Sliding scale,0.05864052
2024,35,New Mexico,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04050057
2024,35,New Mexico,Married/cohabitating mother,Max emp.,Sliding scale,0.02672335
2024,35,New Mexico,Married/cohabitating mother,Max emp.,Fixed (7%),0.01727711
2024,36,New York,Married/cohabitating mother,Universal,Sliding scale,0.07661827
2024,36,New York,Married/cohabitating mother,Universal,Fixed (7%),0.06059012
2024,36,New York,Married/cohabitating mother,Partial emp.,Sliding scale,0.07357932
2024,36,New York,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05782082
2024,36,New York,Married/cohabitating mother,Max emp.,Sliding scale,0.0433338
2024,36,New York,Married/cohabitating mother,Max emp.,Fixed (7%),0.03290896
2024,37,North Carolina,Married/cohabitating mother,Universal,Sliding scale,0.04514724
2024,37,North Carolina,Married/cohabitating mother,Universal,Fixed (7%),0.02850136
2024,37,North Carolina,Married/cohabitating mother,Partial emp.,Sliding scale,0.0433025
2024,37,North Carolina,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02699007
2024,37,North Carolina,Married/cohabitating mother,Max emp.,Sliding scale,0.02304737
2024,37,North Carolina,Married/cohabitating mother,Max emp.,Fixed (7%),0.0131991
2024,38,North Dakota,Married/cohabitating mother,Universal,Sliding scale,0.05678066
2024,38,North Dakota,Married/cohabitating mother,Universal,Fixed (7%),0.03994779
2024,38,North Dakota,Married/cohabitating mother,Partial emp.,Sliding scale,0.05578642
2024,38,North Dakota,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03906304
2024,38,North Dakota,Married/cohabitating mother,Max emp.,Sliding scale,0.03994876
2024,38,North Dakota,Married/cohabitating mother,Max emp.,Fixed (7%),0.02679502
2024,39,Ohio,Married/cohabitating mother,Universal,Sliding scale,0.06993603
2024,39,Ohio,Married/cohabitating mother,Universal,Fixed (7%),0.05149907
2024,39,Ohio,Married/cohabitating mother,Partial emp.,Sliding scale,0.06690357
2024,39,Ohio,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04877668
2024,39,Ohio,Married/cohabitating mother,Max emp.,Sliding scale,0.04040832
2024,39,Ohio,Married/cohabitating mother,Max emp.,Fixed (7%),0.02814701
2024,40,Oklahoma,Married/cohabitating mother,Universal,Sliding scale,0.07523857
2024,40,Oklahoma,Married/cohabitating mother,Universal,Fixed (7%),0.05463237
2024,40,Oklahoma,Married/cohabitating mother,Partial emp.,Sliding scale,0.07226611
2024,40,Oklahoma,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05205659
2024,40,Oklahoma,Married/cohabitating mother,Max emp.,Sliding scale,0.03783971
2024,40,Oklahoma,Married/cohabitating mother,Max emp.,Fixed (7%),0.02535155
2024,41,Oregon,Married/cohabitating mother,Universal,Sliding scale,0.05438795
2024,41,Oregon,Married/cohabitating mother,Universal,Fixed (7%),0.03769669
2024,41,Oregon,Married/cohabitating mother,Partial emp.,Sliding scale,0.05262612
2024,41,Oregon,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03632641
2024,41,Oregon,Married/cohabitating mother,Max emp.,Sliding scale,0.03045284
2024,41,Oregon,Married/cohabitating mother,Max emp.,Fixed (7%),0.01969869
2024,42,Pennsylvania,Married/cohabitating mother,Universal,Sliding scale,0.0642133
2024,42,Pennsylvania,Married/cohabitating mother,Universal,Fixed (7%),0.04630511
2024,42,Pennsylvania,Married/cohabitating mother,Partial emp.,Sliding scale,0.06209778
2024,42,Pennsylvania,Married/cohabitating mother,Partial emp.,Fixed (7%),0.0444936
2024,42,Pennsylvania,Married/cohabitating mother,Max emp.,Sliding scale,0.03819823
2024,42,Pennsylvania,Married/cohabitating mother,Max emp.,Fixed (7%),0.02606395
2024,44,Rhode Island,Married/cohabitating mother,Universal,Sliding scale,0.04207065
2024,44,Rhode Island,Married/cohabitating mother,Universal,Fixed (7%),0.02953418
2024,44,Rhode Island,Married/cohabitating mother,Partial emp.,Sliding scale,0.03970579
2024,44,Rhode Island,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02736802
2024,44,Rhode Island,Married/cohabitating mother,Max emp.,Sliding scale,0.02263517
2024,44,Rhode Island,Married/cohabitating mother,Max emp.,Fixed (7%),0.01430873
2024,45,South Carolina,Married/cohabitating mother,Universal,Sliding scale,0.05640983
2024,45,South Carolina,Married/cohabitating mother,Universal,Fixed (7%),0.03773458
2024,45,South Carolina,Married/cohabitating mother,Partial emp.,Sliding scale,0.05466364
2024,45,South Carolina,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03631816
2024,45,South Carolina,Married/cohabitating mother,Max emp.,Sliding scale,0.03080264
2024,45,South Carolina,Married/cohabitating mother,Max emp.,Fixed (7%),0.01877319
2024,46,South Dakota,Married/cohabitating mother,Universal,Sliding scale,0.04709114
2024,46,South Dakota,Married/cohabitating mother,Universal,Fixed (7%),0.03070131
2024,46,South Dakota,Married/cohabitating mother,Partial emp.,Sliding scale,0.04445319
2024,46,South Dakota,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02833271
2024,46,South Dakota,Married/cohabitating mother,Max emp.,Sliding scale,0.03042996
2024,46,South Dakota,Married/cohabitating mother,Max emp.,Fixed (7%),0.01758214
2024,47,Tennessee,Married/cohabitating mother,Universal,Sliding scale,0.04416934
2024,47,Tennessee,Married/cohabitating mother,Universal,Fixed (7%),0.02595495
2024,47,Tennessee,Married/cohabitating mother,Partial emp.,Sliding scale,0.04240537
2024,47,Tennessee,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02458131
2024,47,Tennessee,Married/cohabitating mother,Max emp.,Sliding scale,0.02230203
2024,47,Tennessee,Married/cohabitating mother,Max emp.,Fixed (7%),0.011534
2024,48,Texas,Married/cohabitating mother,Universal,Sliding scale,0.05334544
2024,48,Texas,Married/cohabitating mother,Universal,Fixed (7%),0.03600141
2024,48,Texas,Married/cohabitating mother,Partial emp.,Sliding scale,0.0514005
2024,48,Texas,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03435767
2024,48,Texas,Married/cohabitating mother,Max emp.,Sliding scale,0.02758967
2024,48,Texas,Married/cohabitating mother,Max emp.,Fixed (7%),0.01725769
2024,49,Utah,Married/cohabitating mother,Universal,Sliding scale,0.07116227
2024,49,Utah,Married/cohabitating mother,Universal,Fixed (7%),0.04774315
2024,49,Utah,Married/cohabitating mother,Partial emp.,Sliding scale,0.06983019
2024,49,Utah,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04656719
2024,49,Utah,Married/cohabitating mother,Max emp.,Sliding scale,0.03718945
2024,49,Utah,Married/cohabitating mother,Max emp.,Fixed (7%),0.02312598
2024,50,Vermont,Married/cohabitating mother,Universal,Sliding scale,0.07854867
2024,50,Vermont,Married/cohabitating mother,Universal,Fixed (7%),0.06287825
2024,50,Vermont,Married/cohabitating mother,Partial emp.,Sliding scale,0.07710592
2024,50,Vermont,Married/cohabitating mother,Partial emp.,Fixed (7%),0.0616629
2024,50,Vermont,Married/cohabitating mother,Max emp.,Sliding scale,0.05581172
2024,50,Vermont,Married/cohabitating mother,Max emp.,Fixed (7%),0.04357524
2024,51,Virginia,Married/cohabitating mother,Universal,Sliding scale,0.05738894
2024,51,Virginia,Married/cohabitating mother,Universal,Fixed (7%),0.04136452
2024,51,Virginia,Married/cohabitating mother,Partial emp.,Sliding scale,0.05618812
2024,51,Virginia,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04034288
2024,51,Virginia,Married/cohabitating mother,Max emp.,Sliding scale,0.03241471
2024,51,Virginia,Married/cohabitating mother,Max emp.,Fixed (7%),0.02195743
2024,53,Washington,Married/cohabitating mother,Universal,Sliding scale,0.07452467
2024,53,Washington,Married/cohabitating mother,Universal,Fixed (7%),0.05691301
2024,53,Washington,Married/cohabitating mother,Partial emp.,Sliding scale,0.07194574
2024,53,Washington,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05467832
2024,53,Washington,Married/cohabitating mother,Max emp.,Sliding scale,0.03949308
2024,53,Washington,Married/cohabitating mother,Max emp.,Fixed (7%),0.02873027
2024,54,West Virginia,Married/cohabitating mother,Universal,Sliding scale,0.08572232
2024,54,West Virginia,Married/cohabitating mother,Universal,Fixed (7%),0.06121583
2024,54,West Virginia,Married/cohabitating mother,Partial emp.,Sliding scale,0.08199232
2024,54,West Virginia,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05792072
2024,54,West Virginia,Married/cohabitating mother,Max emp.,Sliding scale,0.04645398
2024,54,West Virginia,Married/cohabitating mother,Max emp.,Fixed (7%),0.03203975
2024,55,Wisconsin,Married/cohabitating mother,Universal,Sliding scale,0.06496845
2024,55,Wisconsin,Married/cohabitating mother,Universal,Fixed (7%),0.04867529
2024,55,Wisconsin,Married/cohabitating mother,Partial emp.,Sliding scale,0.06325295
2024,55,Wisconsin,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04713956
2024,55,Wisconsin,Married/cohabitating mother,Max emp.,Sliding scale,0.04250495
2024,55,Wisconsin,Married/cohabitating mother,Max emp.,Fixed (7%),0.03029227
2024,56,Wyoming,Married/cohabitating mother,Universal,Sliding scale,0.05725316
2024,56,Wyoming,Married/cohabitating mother,Universal,Fixed (7%),0.03866861
2024,56,Wyoming,Married/cohabitating mother,Partial emp.,Sliding scale,0.0563642
2024,56,Wyoming,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03780206
2024,56,Wyoming,Married/cohabitating mother,Max emp.,Sliding scale,0.02873868
2024,56,Wyoming,Married/cohabitating mother,Max emp.,Fixed (7%),0.01820393
2024,99999,United States,Married/cohabitating mother,Universal,Sliding scale,0.0589519
2024,99999,United States,Married/cohabitating mother,Universal,Fixed (7%),0.04177125
2024,99999,United States,Married/cohabitating mother,Partial emp.,Sliding scale,0.0569523
2024,99999,United States,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04005796
2024,99999,United States,Married/cohabitating mother,Max emp.,Sliding scale,0.03320667
2024,99999,United States,Married/cohabitating mother,Max emp.,Fixed (7%),0.02215516
2024,1,Alabama,Married/cohabitating father,Universal,Sliding scale,0.0024423
2024,1,Alabama,Married/cohabitating father,Universal,Fixed (7%),0.00139434
2024,1,Alabama,Married/cohabitating father,Partial emp.,Sliding scale,0.00236422
2024,1,Alabama,Married/cohabitating father,Partial emp.,Fixed (7%),0.00133361
2024,1,Alabama,Married/cohabitating father,Max emp.,Sliding scale,0.00135112
2024,1,Alabama,Married/cohabitating father,Max emp.,Fixed (7%),0.00069001
2024,2,Alaska,Married/cohabitating father,Universal,Sliding scale,0.00127195
2024,2,Alaska,Married/cohabitating father,Universal,Fixed (7%),0.00081512
2024,2,Alaska,Married/cohabitating father,Partial emp.,Sliding scale,0.00119939
2024,2,Alaska,Married/cohabitating father,Partial emp.,Fixed (7%),0.00076929
2024,2,Alaska,Married/cohabitating father,Max emp.,Sliding scale,0.00078047
2024,2,Alaska,Married/cohabitating father,Max emp.,Fixed (7%),0.00050663
2024,4,Arizona,Married/cohabitating father,Universal,Sliding scale,0.00104552
2024,4,Arizona,Married/cohabitating father,Universal,Fixed (7%),0.00072958
2024,4,Arizona,Married/cohabitating father,Partial emp.,Sliding scale,0.00101075
2024,4,Arizona,Married/cohabitating father,Partial emp.,Fixed (7%),0.00070243
2024,4,Arizona,Married/cohabitating father,Max emp.,Sliding scale,0.00070989
2024,4,Arizona,Married/cohabitating father,Max emp.,Fixed (7%),0.00047039
2024,5,Arkansas,Married/cohabitating father,Universal,Sliding scale,0.0024572
2024,5,Arkansas,Married/cohabitating father,Universal,Fixed (7%),0.00157536
2024,5,Arkansas,Married/cohabitating father,Partial emp.,Sliding scale,0.00234297
2024,5,Arkansas,Married/cohabitating father,Partial emp.,Fixed (7%),0.00148371
2024,5,Arkansas,Married/cohabitating father,Max emp.,Sliding scale,0.00126136
2024,5,Arkansas,Married/cohabitating father,Max emp.,Fixed (7%),0.00073032
2024,6,California,Married/cohabitating father,Universal,Sliding scale,-0.00020799
2024,6,California,Married/cohabitating father,Universal,Fixed (7%),-0.00015728
2024,6,California,Married/cohabitating father,Partial emp.,Sliding scale,-0.00020711
2024,6,California,Married/cohabitating father,Partial emp.,Fixed (7%),-0.00015781
2024,6,California,Married/cohabitating father,Max emp.,Sliding scale,-0.00009895
2024,6,California,Married/cohabitating father,Max emp.,Fixed (7%),-0.00006482
2024,8,Colorado,Married/cohabitating father,Universal,Sliding scale,0.00162261
2024,8,Colorado,Married/cohabitating father,Universal,Fixed (7%),0.00114437
2024,8,Colorado,Married/cohabitating father,Partial emp.,Sliding scale,0.00160322
2024,8,Colorado,Married/cohabitating father,Partial emp.,Fixed (7%),0.0011275
2024,8,Colorado,Married/cohabitating father,Max emp.,Sliding scale,0.00110973
2024,8,Colorado,Married/cohabitating father,Max emp.,Fixed (7%),0.00074375
2024,9,Connecticut,Married/cohabitating father,Universal,Sliding scale,0.00123724
2024,9,Connecticut,Married/cohabitating father,Universal,Fixed (7%),0.00080487
2024,9,Connecticut,Married/cohabitating father,Partial emp.,Sliding scale,0.0012193
2024,9,Connecticut,Married/cohabitating father,Partial emp.,Fixed (7%),0.00079039
2024,9,Connecticut,Married/cohabitating father,Max emp.,Sliding scale,0.0009232
2024,9,Connecticut,Married/cohabitating father,Max emp.,Fixed (7%),0.00059544
2024,10,Delaware,Married/cohabitating father,Universal,Sliding scale,0.00092885
2024,10,Delaware,Married/cohabitating father,Universal,Fixed (7%),0.00048914
2024,10,Delaware,Married/cohabitating father,Partial emp.,Sliding scale,0.0008609
2024,10,Delaware,Married/cohabitating father,Partial emp.,Fixed (7%),0.00044236
2024,10,Delaware,Married/cohabitating father,Max emp.,Sliding scale,0.00062638
2024,10,Delaware,Married/cohabitating father,Max emp.,Fixed (7%),0.00030429
2024,11,District of Columbia,Married/cohabitating father,Universal,Sliding scale,0.00125734
2024,11,District of Columbia,Married/cohabitating father,Universal,Fixed (7%),0.00101716
2024,11,District of Columbia,Married/cohabitating father,Partial emp.,Sliding scale,0.00125734
2024,11,District of Columbia,Married/cohabitating father,Partial emp.,Fixed (7%),0.00101716
2024,11,District of Columbia,Married/cohabitating father,Max emp.,Sliding scale,0.00092498
2024,11,District of Columbia,Married/cohabitating father,Max emp.,Fixed (7%),0.00074645
2024,12,Florida,Married/cohabitating father,Universal,Sliding scale,0.00115611
2024,12,Florida,Married/cohabitating father,Universal,Fixed (7%),0.00075568
2024,12,Florida,Married/cohabitating father,Partial emp.,Sliding scale,0.00112014
2024,12,Florida,Married/cohabitating father,Partial emp.,Fixed (7%),0.00072598
2024,12,Florida,Married/cohabitating father,Max emp.,Sliding scale,0.00066295
2024,12,Florida,Married/cohabitating father,Max emp.,Fixed (7%),0.00040766
2024,13,Georgia,Married/cohabitating father,Universal,Sliding scale,0.00127838
2024,13,Georgia,Married/cohabitating father,Universal,Fixed (7%),0.00064675
2024,13,Georgia,Married/cohabitating father,Partial emp.,Sliding scale,0.00123894
2024,13,Georgia,Married/cohabitating father,Partial emp.,Fixed (7%),0.00061798
2024,13,Georgia,Married/cohabitating father,Max emp.,Sliding scale,0.00080766
2024,13,Georgia,Married/cohabitating father,Max emp.,Fixed (7%),0.0003684
2024,15,Hawaii,Married/cohabitating father,Universal,Sliding scale,-0.00089847
2024,15,Hawaii,Married/cohabitating father,Universal,Fixed (7%),-0.00060609
2024,15,Hawaii,Married/cohabitating father,Partial emp.,Sliding scale,-0.00094444
2024,15,Hawaii,Married/cohabitating father,Partial emp.,Fixed (7%),-0.00063977
2024,15,Hawaii,Married/cohabitating father,Max emp.,Sliding scale,-0.00057971
2024,15,Hawaii,Married/cohabitating father,Max emp.,Fixed (7%),-0.00032802
2024,16,Idaho,Married/cohabitating father,Universal,Sliding scale,0.00277062
2024,16,Idaho,Married/cohabitating father,Universal,Fixed (7%),0.00178225
2024,16,Idaho,Married/cohabitating father,Partial emp.,Sliding scale,0.00272143
2024,16,Idaho,Married/cohabitating father,Partial emp.,Fixed (7%),0.00174681
2024,16,Idaho,Married/cohabitating father,Max emp.,Sliding scale,0.00150492
2024,16,Idaho,Married/cohabitating father,Max emp.,Fixed (7%),0.0009032
2024,17,Illinois,Married/cohabitating father,Universal,Sliding scale,0.00096074
2024,17,Illinois,Married/cohabitating father,Universal,Fixed (7%),0.00056217
2024,17,Illinois,Married/cohabitating father,Partial emp.,Sliding scale,0.00093636
2024,17,Illinois,Married/cohabitating father,Partial emp.,Fixed (7%),0.00054217
2024,17,Illinois,Married/cohabitating father,Max emp.,Sliding scale,0.00063705
2024,17,Illinois,Married/cohabitating father,Max emp.,Fixed (7%),0.00034576
2024,18,Indiana,Married/cohabitating father,Universal,Sliding scale,0.0025139
2024,18,Indiana,Married/cohabitating father,Universal,Fixed (7%),0.00168912
2024,18,Indiana,Married/cohabitating father,Partial emp.,Sliding scale,0.00243306
2024,18,Indiana,Married/cohabitating father,Partial emp.,Fixed (7%),0.00161942
2024,18,Indiana,Married/cohabitating father,Max emp.,Sliding scale,0.00163573
2024,18,Indiana,Married/cohabitating father,Max emp.,Fixed (7%),0.00102655
2024,19,Iowa,Married/cohabitating father,Universal,Sliding scale,0.00153315
2024,19,Iowa,Married/cohabitating father,Universal,Fixed (7%),0.00087062
2024,19,Iowa,Married/cohabitating father,Partial emp.,Sliding scale,0.00149786
2024,19,Iowa,Married/cohabitating father,Partial emp.,Fixed (7%),0.00083905
2024,19,Iowa,Married/cohabitating father,Max emp.,Sliding scale,0.00106618
2024,19,Iowa,Married/cohabitating father,Max emp.,Fixed (7%),0.00055417
2024,20,Kansas,Married/cohabitating father,Universal,Sliding scale,0.00132523
2024,20,Kansas,Married/cohabitating father,Universal,Fixed (7%),0.00068301
2024,20,Kansas,Married/cohabitating father,Partial emp.,Sliding scale,0.00128416
2024,20,Kansas,Married/cohabitating father,Partial emp.,Fixed (7%),0.00065138
2024,20,Kansas,Married/cohabitating father,Max emp.,Sliding scale,0.00084924
2024,20,Kansas,Married/cohabitating father,Max emp.,Fixed (7%),0.00038877
2024,21,Kentucky,Married/cohabitating father,Universal,Sliding scale,0.00267244
2024,21,Kentucky,Married/cohabitating father,Universal,Fixed (7%),0.00163562
2024,21,Kentucky,Married/cohabitating father,Partial emp.,Sliding scale,0.00250514
2024,21,Kentucky,Married/cohabitating father,Partial emp.,Fixed (7%),0.00150538
2024,21,Kentucky,Married/cohabitating father,Max emp.,Sliding scale,0.00141314
2024,21,Kentucky,Married/cohabitating father,Max emp.,Fixed (7%),0.00076234
2024,22,Louisiana,Married/cohabitating father,Universal,Sliding scale,0.00252674
2024,22,Louisiana,Married/cohabitating father,Universal,Fixed (7%),0.00164874
2024,22,Louisiana,Married/cohabitating father,Partial emp.,Sliding scale,0.00246176
2024,22,Louisiana,Married/cohabitating father,Partial emp.,Fixed (7%),0.00159278
2024,22,Louisiana,Married/cohabitating father,Max emp.,Sliding scale,0.0013706
2024,22,Louisiana,Married/cohabitating father,Max emp.,Fixed (7%),0.0008022
2024,23,Maine,Married/cohabitating father,Universal,Sliding scale,0.00287735
2024,23,Maine,Married/cohabitating father,Universal,Fixed (7%),0.00189291
2024,23,Maine,Married/cohabitating father,Partial emp.,Sliding scale,0.00276508
2024,23,Maine,Married/cohabitating father,Partial emp.,Fixed (7%),0.00179445
2024,23,Maine,Married/cohabitating father,Max emp.,Sliding scale,0.00171616
2024,23,Maine,Married/cohabitating father,Max emp.,Fixed (7%),0.00104215
2024,24,Maryland,Married/cohabitating father,Universal,Sliding scale,0.00113758
2024,24,Maryland,Married/cohabitating father,Universal,Fixed (7%),0.00072401
2024,24,Maryland,Married/cohabitating father,Partial emp.,Sliding scale,0.00108755
2024,24,Maryland,Married/cohabitating father,Partial emp.,Fixed (7%),0.00068308
2024,24,Maryland,Married/cohabitating father,Max emp.,Sliding scale,0.00082463
2024,24,Maryland,Married/cohabitating father,Max emp.,Fixed (7%),0.00050224
2024,25,Massachusetts,Married/cohabitating father,Universal,Sliding scale,0.00121212
2024,25,Massachusetts,Married/cohabitating father,Universal,Fixed (7%),0.00084692
2024,25,Massachusetts,Married/cohabitating father,Partial emp.,Sliding scale,0.00119524
2024,25,Massachusetts,Married/cohabitating father,Partial emp.,Fixed (7%),0.00083402
