year,area,area_name,ptypeb,scenario,model,lf
2024,51,Virginia,Single father,Max emp.,Fixed (7%),0.00042633
2024,53,Washington,Single father,Universal,Sliding scale,-0.00242692
2024,53,Washington,Single father,Universal,Fixed (7%),-0.00230759
2024,53,Washington,Single father,Partial emp.,Sliding scale,-0.00246734
2024,53,Washington,Single father,Partial emp.,Fixed (7%),-0.00233164
2024,53,Washington,Single father,Max emp.,Sliding scale,-0.00258362
2024,53,Washington,Single father,Max emp.,Fixed (7%),-0.00244383
2024,54,West Virginia,Single father,Universal,Sliding scale,0.00521725
2024,54,West Virginia,Single father,Universal,Fixed (7%),0.00453512
2024,54,West Virginia,Single father,Partial emp.,Sliding scale,0.00411184
2024,54,West Virginia,Single father,Partial emp.,Fixed (7%),0.00343042
2024,54,West Virginia,Single father,Max emp.,Sliding scale,0.00411184
2024,54,West Virginia,Single father,Max emp.,Fixed (7%),0.00343042
2024,55,Wisconsin,Single father,Universal,Sliding scale,0.00282194
2024,55,Wisconsin,Single father,Universal,Fixed (7%),0.00223864
2024,55,Wisconsin,Single father,Partial emp.,Sliding scale,0.0023151
2024,55,Wisconsin,Single father,Partial emp.,Fixed (7%),0.00177532
2024,55,Wisconsin,Single father,Max emp.,Sliding scale,0.00202132
2024,55,Wisconsin,Single father,Max emp.,Fixed (7%),0.00150039
2024,56,Wyoming,Single father,Universal,Sliding scale,0.00262526
2024,56,Wyoming,Single father,Universal,Fixed (7%),0.00147298
2024,56,Wyoming,Single father,Partial emp.,Sliding scale,0.00314917
2024,56,Wyoming,Single father,Partial emp.,Fixed (7%),0.0020498
2024,56,Wyoming,Single father,Max emp.,Sliding scale,0.00304511
2024,56,Wyoming,Single father,Max emp.,Fixed (7%),0.00202135
2024,99999,United States,Single father,Universal,Sliding scale,-0.00032004
2024,99999,United States,Single father,Universal,Fixed (7%),-0.00028512
2024,99999,United States,Single father,Partial emp.,Sliding scale,-0.0002167
2024,99999,United States,Single father,Partial emp.,Fixed (7%),-0.00018995
2024,99999,United States,Single father,Max emp.,Sliding scale,-0.00019371
2024,99999,United States,Single father,Max emp.,Fixed (7%),-0.00017304
